geoName,Realtor,year
North Dakota,36,2016-12-31
Ohio,68,2016-12-31
Oklahoma,50,2016-12-31
Oregon,40,2016-12-31
Pennsylvania,90,2016-12-31
Rhode Island,74,2016-12-31
South Carolina,71,2016-12-31
South Dakota,12,2016-12-31
Tennessee,64,2016-12-31
Texas,56,2016-12-31
Utah,31,2016-12-31
Vermont,77,2016-12-31
Virginia,66,2016-12-31
Washington,35,2016-12-31
West Virginia,58,2016-12-31
Wisconsin,59,2016-12-31
Wyoming,61,2016-12-31
Alabama,54,2017-01-31
Alaska,14,2017-01-31
Arizona,71,2017-01-31
Arkansas,63,2017-01-31
California,55,2017-01-31
Colorado,61,2017-01-31
Connecticut,94,2017-01-31
Delaware,90,2017-01-31
District of Columbia,54,2017-01-31
Florida,100,2017-01-31
Georgia,66,2017-01-31
Hawaii,55,2017-01-31
Idaho,78,2017-01-31
Illinois,73,2017-01-31
Indiana,68,2017-01-31
Iowa,43,2017-01-31
Kansas,64,2017-01-31
Kentucky,54,2017-01-31
Louisiana,71,2017-01-31
Maine,92,2017-01-31
Maryland,59,2017-01-31
Massachusetts,70,2017-01-31
Michigan,79,2017-01-31
Minnesota,68,2017-01-31
Mississippi,69,2017-01-31
Missouri,65,2017-01-31
Montana,50,2017-01-31
Nebraska,85,2017-01-31
Nevada,69,2017-01-31
New Hampshire,81,2017-01-31
New Jersey,76,2017-01-31
New Mexico,55,2017-01-31
New York,44,2017-01-31
North Carolina,79,2017-01-31
North Dakota,44,2017-01-31
Ohio,78,2017-01-31
Oklahoma,68,2017-01-31
Oregon,52,2017-01-31
Pennsylvania,94,2017-01-31
Rhode Island,72,2017-01-31
South Carolina,64,2017-01-31
South Dakota,55,2017-01-31
Tennessee,81,2017-01-31
Texas,59,2017-01-31
Utah,43,2017-01-31
Vermont,68,2017-01-31
Virginia,65,2017-01-31
Washington,28,2017-01-31
West Virginia,82,2017-01-31
Wisconsin,58,2017-01-31
Wyoming,64,2017-01-31
Alabama,46,2017-02-28
Alaska,16,2017-02-28
Arizona,55,2017-02-28
Arkansas,62,2017-02-28
California,49,2017-02-28
Colorado,65,2017-02-28
Connecticut,97,2017-02-28
Delaware,100,2017-02-28
District of Columbia,66,2017-02-28
Florida,85,2017-02-28
Georgia,50,2017-02-28
Hawaii,27,2017-02-28
Idaho,76,2017-02-28
Illinois,78,2017-02-28
Indiana,52,2017-02-28
Iowa,69,2017-02-28
Kansas,57,2017-02-28
Kentucky,59,2017-02-28
Louisiana,70,2017-02-28
Maine,89,2017-02-28
Maryland,55,2017-02-28
Massachusetts,56,2017-02-28
Michigan,84,2017-02-28
Minnesota,64,2017-02-28
Mississippi,50,2017-02-28
Missouri,74,2017-02-28
Montana,75,2017-02-28
Nebraska,71,2017-02-28
Nevada,67,2017-02-28
New Hampshire,66,2017-02-28
New Jersey,69,2017-02-28
New Mexico,55,2017-02-28
New York,40,2017-02-28
North Carolina,72,2017-02-28
North Dakota,30,2017-02-28
Ohio,84,2017-02-28
Oklahoma,57,2017-02-28
Oregon,44,2017-02-28
Pennsylvania,89,2017-02-28
Rhode Island,61,2017-02-28
South Carolina,75,2017-02-28
South Dakota,33,2017-02-28
Tennessee,73,2017-02-28
Texas,58,2017-02-28
Utah,45,2017-02-28
Vermont,79,2017-02-28
Virginia,74,2017-02-28
Washington,36,2017-02-28
West Virginia,49,2017-02-28
Wisconsin,65,2017-02-28
Wyoming,51,2017-02-28
Alabama,61,2017-03-31
Alaska,36,2017-03-31
Arizona,42,2017-03-31
Arkansas,62,2017-03-31
California,37,2017-03-31
Colorado,48,2017-03-31
Connecticut,83,2017-03-31
Delaware,66,2017-03-31
District of Columbia,44,2017-03-31
Florida,71,2017-03-31
Georgia,35,2017-03-31
Hawaii,20,2017-03-31
Idaho,69,2017-03-31
Illinois,55,2017-03-31
Indiana,53,2017-03-31
Iowa,44,2017-03-31
Kansas,39,2017-03-31
Kentucky,47,2017-03-31
Louisiana,49,2017-03-31
Maine,57,2017-03-31
Maryland,42,2017-03-31
Massachusetts,48,2017-03-31
Michigan,61,2017-03-31
Minnesota,59,2017-03-31
Mississippi,59,2017-03-31
Missouri,51,2017-03-31
Montana,100,2017-03-31
Nebraska,52,2017-03-31
Nevada,57,2017-03-31
New Hampshire,70,2017-03-31
New Jersey,66,2017-03-31
New Mexico,29,2017-03-31
New York,34,2017-03-31
North Carolina,51,2017-03-31
North Dakota,29,2017-03-31
Ohio,69,2017-03-31
Oklahoma,46,2017-03-31
Oregon,41,2017-03-31
Pennsylvania,66,2017-03-31
Rhode Island,71,2017-03-31
South Carolina,49,2017-03-31
South Dakota,45,2017-03-31
Tennessee,53,2017-03-31
Texas,45,2017-03-31
Utah,39,2017-03-31
Vermont,50,2017-03-31
Virginia,49,2017-03-31
Washington,30,2017-03-31
West Virginia,49,2017-03-31
Wisconsin,54,2017-03-31
Wyoming,49,2017-03-31
Alabama,37,2017-04-30
Alaska,20,2017-04-30
Arizona,39,2017-04-30
Arkansas,40,2017-04-30
California,34,2017-04-30
Colorado,39,2017-04-30
Connecticut,58,2017-04-30
Delaware,84,2017-04-30
District of Columbia,42,2017-04-30
Florida,63,2017-04-30
Georgia,40,2017-04-30
Hawaii,15,2017-04-30
Idaho,41,2017-04-30
Illinois,46,2017-04-30
Indiana,43,2017-04-30
Iowa,41,2017-04-30
Kansas,55,2017-04-30
Kentucky,44,2017-04-30
Louisiana,55,2017-04-30
Maine,37,2017-04-30
Maryland,40,2017-04-30
Massachusetts,41,2017-04-30
Michigan,54,2017-04-30
Minnesota,51,2017-04-30
Mississippi,51,2017-04-30
Missouri,53,2017-04-30
Montana,46,2017-04-30
Nebraska,39,2017-04-30
Nevada,47,2017-04-30
New Hampshire,46,2017-04-30
New Jersey,50,2017-04-30
New Mexico,37,2017-04-30
New York,27,2017-04-30
North Carolina,50,2017-04-30
North Dakota,65,2017-04-30
Ohio,55,2017-04-30
Oklahoma,35,2017-04-30
Oregon,33,2017-04-30
Pennsylvania,63,2017-04-30
Rhode Island,55,2017-04-30
South Carolina,54,2017-04-30
South Dakota,22,2017-04-30
Tennessee,58,2017-04-30
Texas,41,2017-04-30
Utah,36,2017-04-30
Vermont,45,2017-04-30
Virginia,43,2017-04-30
Washington,24,2017-04-30
West Virginia,52,2017-04-30
Wisconsin,55,2017-04-30
Wyoming,100,2017-04-30
Alabama,41,2017-05-31
Alaska,20,2017-05-31
Arizona,42,2017-05-31
Arkansas,63,2017-05-31
California,38,2017-05-31
Colorado,45,2017-05-31
Connecticut,62,2017-05-31
Delaware,73,2017-05-31
District of Columbia,42,2017-05-31
Florida,71,2017-05-31
Georgia,49,2017-05-31
Hawaii,25,2017-05-31
Idaho,63,2017-05-31
Illinois,57,2017-05-31
Indiana,50,2017-05-31
Iowa,53,2017-05-31
Kansas,47,2017-05-31
Kentucky,52,2017-05-31
Louisiana,56,2017-05-31
Maine,100,2017-05-31
Maryland,45,2017-05-31
Massachusetts,50,2017-05-31
Michigan,70,2017-05-31
Minnesota,54,2017-05-31
Mississippi,45,2017-05-31
Missouri,50,2017-05-31
Montana,48,2017-05-31
Nebraska,53,2017-05-31
Nevada,57,2017-05-31
New Hampshire,49,2017-05-31
New Jersey,56,2017-05-31
New Mexico,40,2017-05-31
New York,34,2017-05-31
North Carolina,59,2017-05-31
North Dakota,47,2017-05-31
Ohio,66,2017-05-31
Oklahoma,48,2017-05-31
Oregon,37,2017-05-31
Pennsylvania,68,2017-05-31
Rhode Island,63,2017-05-31
South Carolina,51,2017-05-31
South Dakota,41,2017-05-31
Tennessee,68,2017-05-31
Texas,49,2017-05-31
Utah,33,2017-05-31
Vermont,52,2017-05-31
Virginia,48,2017-05-31
Washington,26,2017-05-31
West Virginia,47,2017-05-31
Wisconsin,62,2017-05-31
Wyoming,65,2017-05-31
Alabama,60,2017-06-30
Alaska,11,2017-06-30
Arizona,52,2017-06-30
Arkansas,52,2017-06-30
California,47,2017-06-30
Colorado,55,2017-06-30
Connecticut,89,2017-06-30
Delaware,91,2017-06-30
District of Columbia,45,2017-06-30
Florida,76,2017-06-30
Georgia,49,2017-06-30
Hawaii,27,2017-06-30
Idaho,61,2017-06-30
Illinois,63,2017-06-30
Indiana,44,2017-06-30
Iowa,55,2017-06-30
Kansas,47,2017-06-30
Kentucky,58,2017-06-30
Louisiana,73,2017-06-30
Maine,85,2017-06-30
Maryland,55,2017-06-30
Massachusetts,60,2017-06-30
Michigan,85,2017-06-30
Minnesota,70,2017-06-30
Mississippi,60,2017-06-30
Missouri,60,2017-06-30
Montana,90,2017-06-30
Nebraska,42,2017-06-30
Nevada,57,2017-06-30
New Hampshire,66,2017-06-30
New Jersey,63,2017-06-30
New Mexico,52,2017-06-30
New York,39,2017-06-30
North Carolina,73,2017-06-30
North Dakota,90,2017-06-30
Ohio,75,2017-06-30
Oklahoma,54,2017-06-30
Oregon,37,2017-06-30
Pennsylvania,85,2017-06-30
Rhode Island,93,2017-06-30
South Carolina,64,2017-06-30
South Dakota,49,2017-06-30
Tennessee,61,2017-06-30
Texas,54,2017-06-30
Utah,43,2017-06-30
Vermont,74,2017-06-30
Virginia,54,2017-06-30
Washington,32,2017-06-30
West Virginia,62,2017-06-30
Wisconsin,63,2017-06-30
Wyoming,100,2017-06-30
Alabama,55,2017-07-31
Alaska,17,2017-07-31
Arizona,62,2017-07-31
Arkansas,91,2017-07-31
California,51,2017-07-31
Colorado,57,2017-07-31
Connecticut,100,2017-07-31
Delaware,98,2017-07-31
District of Columbia,58,2017-07-31
Florida,82,2017-07-31
Georgia,61,2017-07-31
Hawaii,39,2017-07-31
Idaho,60,2017-07-31
Illinois,69,2017-07-31
Indiana,57,2017-07-31
Iowa,53,2017-07-31
Kansas,36,2017-07-31
Kentucky,76,2017-07-31
Louisiana,69,2017-07-31
Maine,99,2017-07-31
Maryland,76,2017-07-31
Massachusetts,69,2017-07-31
Michigan,97,2017-07-31
Minnesota,63,2017-07-31
Mississippi,62,2017-07-31
Missouri,66,2017-07-31
Montana,81,2017-07-31
Nebraska,42,2017-07-31
Nevada,57,2017-07-31
New Hampshire,58,2017-07-31
New Jersey,79,2017-07-31
New Mexico,57,2017-07-31
New York,43,2017-07-31
North Carolina,77,2017-07-31
North Dakota,32,2017-07-31
Ohio,80,2017-07-31
Oklahoma,51,2017-07-31
Oregon,36,2017-07-31
Pennsylvania,89,2017-07-31
Rhode Island,70,2017-07-31
South Carolina,77,2017-07-31
South Dakota,35,2017-07-31
Tennessee,74,2017-07-31
Texas,53,2017-07-31
Utah,54,2017-07-31
Vermont,42,2017-07-31
Virginia,69,2017-07-31
Washington,40,2017-07-31
West Virginia,50,2017-07-31
Wisconsin,86,2017-07-31
Wyoming,57,2017-07-31
Alabama,54,2017-08-31
Alaska,23,2017-08-31
Arizona,59,2017-08-31
Arkansas,60,2017-08-31
California,49,2017-08-31
Colorado,51,2017-08-31
Connecticut,100,2017-08-31
Delaware,61,2017-08-31
District of Columbia,56,2017-08-31
Florida,64,2017-08-31
Georgia,44,2017-08-31
Hawaii,24,2017-08-31
Idaho,52,2017-08-31
Illinois,59,2017-08-31
Indiana,57,2017-08-31
Iowa,44,2017-08-31
Kansas,43,2017-08-31
Kentucky,60,2017-08-31
Louisiana,67,2017-08-31
Maine,62,2017-08-31
Maryland,49,2017-08-31
Massachusetts,58,2017-08-31
Michigan,74,2017-08-31
Minnesota,53,2017-08-31
Mississippi,47,2017-08-31
Missouri,60,2017-08-31
Montana,61,2017-08-31
Nebraska,38,2017-08-31
Nevada,49,2017-08-31
New Hampshire,78,2017-08-31
New Jersey,67,2017-08-31
New Mexico,58,2017-08-31
New York,42,2017-08-31
North Carolina,65,2017-08-31
North Dakota,52,2017-08-31
Ohio,75,2017-08-31
Oklahoma,38,2017-08-31
Oregon,43,2017-08-31
Pennsylvania,79,2017-08-31
Rhode Island,68,2017-08-31
South Carolina,56,2017-08-31
South Dakota,30,2017-08-31
Tennessee,71,2017-08-31
Texas,51,2017-08-31
Utah,42,2017-08-31
Vermont,41,2017-08-31
Virginia,53,2017-08-31
Washington,27,2017-08-31
West Virginia,60,2017-08-31
Wisconsin,69,2017-08-31
Wyoming,78,2017-08-31
Alabama,41,2017-09-30
Alaska,11,2017-09-30
Arizona,49,2017-09-30
Arkansas,73,2017-09-30
California,43,2017-09-30
Colorado,55,2017-09-30
Connecticut,81,2017-09-30
Delaware,100,2017-09-30
District of Columbia,48,2017-09-30
Florida,74,2017-09-30
Georgia,51,2017-09-30
Hawaii,27,2017-09-30
Idaho,59,2017-09-30
Illinois,55,2017-09-30
Indiana,58,2017-09-30
Iowa,40,2017-09-30
Kansas,35,2017-09-30
Kentucky,43,2017-09-30
Louisiana,52,2017-09-30
Maine,51,2017-09-30
Maryland,61,2017-09-30
Massachusetts,52,2017-09-30
Michigan,70,2017-09-30
Minnesota,49,2017-09-30
Mississippi,62,2017-09-30
Missouri,67,2017-09-30
Montana,70,2017-09-30
Nebraska,51,2017-09-30
Nevada,54,2017-09-30
New Hampshire,54,2017-09-30
New Jersey,68,2017-09-30
New Mexico,37,2017-09-30
New York,40,2017-09-30
North Carolina,55,2017-09-30
North Dakota,45,2017-09-30
Ohio,66,2017-09-30
Oklahoma,36,2017-09-30
Oregon,42,2017-09-30
Pennsylvania,73,2017-09-30
Rhode Island,60,2017-09-30
South Carolina,53,2017-09-30
South Dakota,54,2017-09-30
Tennessee,62,2017-09-30
Texas,51,2017-09-30
Utah,38,2017-09-30
Vermont,33,2017-09-30
Virginia,54,2017-09-30
Washington,35,2017-09-30
West Virginia,51,2017-09-30
Wisconsin,58,2017-09-30
Wyoming,65,2017-09-30
Alabama,55,2017-10-31
Alaska,29,2017-10-31
Arizona,60,2017-10-31
Arkansas,53,2017-10-31
California,50,2017-10-31
Colorado,59,2017-10-31
Connecticut,85,2017-10-31
Delaware,93,2017-10-31
District of Columbia,45,2017-10-31
Florida,97,2017-10-31
Georgia,53,2017-10-31
Hawaii,42,2017-10-31
Idaho,90,2017-10-31
Illinois,65,2017-10-31
Indiana,56,2017-10-31
Iowa,43,2017-10-31
Kansas,44,2017-10-31
Kentucky,56,2017-10-31
Louisiana,63,2017-10-31
Maine,57,2017-10-31
Maryland,53,2017-10-31
Massachusetts,60,2017-10-31
Michigan,77,2017-10-31
Minnesota,61,2017-10-31
Mississippi,47,2017-10-31
Missouri,58,2017-10-31
Montana,100,2017-10-31
Nebraska,43,2017-10-31
Nevada,70,2017-10-31
New Hampshire,55,2017-10-31
New Jersey,67,2017-10-31
New Mexico,54,2017-10-31
New York,42,2017-10-31
North Carolina,66,2017-10-31
North Dakota,43,2017-10-31
Ohio,76,2017-10-31
Oklahoma,56,2017-10-31
Oregon,41,2017-10-31
Pennsylvania,84,2017-10-31
Rhode Island,73,2017-10-31
South Carolina,86,2017-10-31
South Dakota,48,2017-10-31
Tennessee,80,2017-10-31
Texas,55,2017-10-31
Utah,40,2017-10-31
Vermont,34,2017-10-31
Virginia,57,2017-10-31
Washington,33,2017-10-31
West Virginia,49,2017-10-31
Wisconsin,53,2017-10-31
Wyoming,55,2017-10-31
Alabama,64,2017-11-30
Alaska,33,2017-11-30
Arizona,77,2017-11-30
Arkansas,100,2017-11-30
California,55,2017-11-30
Colorado,46,2017-11-30
Connecticut,70,2017-11-30
Delaware,68,2017-11-30
District of Columbia,62,2017-11-30
Florida,94,2017-11-30
Georgia,58,2017-11-30
Hawaii,36,2017-11-30
Idaho,67,2017-11-30
Illinois,70,2017-11-30
Indiana,69,2017-11-30
Iowa,44,2017-11-30
Kansas,68,2017-11-30
Kentucky,58,2017-11-30
Louisiana,71,2017-11-30
Maine,61,2017-11-30
Maryland,46,2017-11-30
Massachusetts,58,2017-11-30
Michigan,69,2017-11-30
Minnesota,52,2017-11-30
Mississippi,55,2017-11-30
Missouri,71,2017-11-30
Montana,93,2017-11-30
Nebraska,55,2017-11-30
Nevada,68,2017-11-30
New Hampshire,71,2017-11-30
New Jersey,71,2017-11-30
New Mexico,49,2017-11-30
New York,44,2017-11-30
North Carolina,78,2017-11-30
North Dakota,94,2017-11-30
Ohio,83,2017-11-30
Oklahoma,63,2017-11-30
Oregon,48,2017-11-30
Pennsylvania,87,2017-11-30
Rhode Island,80,2017-11-30
South Carolina,72,2017-11-30
South Dakota,48,2017-11-30
Tennessee,83,2017-11-30
Texas,55,2017-11-30
Utah,33,2017-11-30
Vermont,53,2017-11-30
Virginia,74,2017-11-30
Washington,37,2017-11-30
West Virginia,38,2017-11-30
Wisconsin,58,2017-11-30
Wyoming,86,2017-11-30
Alabama,63,2017-12-31
Alaska,64,2017-12-31
Arizona,63,2017-12-31
Arkansas,50,2017-12-31
California,49,2017-12-31
Colorado,54,2017-12-31
Connecticut,79,2017-12-31
Delaware,80,2017-12-31
District of Columbia,37,2017-12-31
Florida,84,2017-12-31
Georgia,54,2017-12-31
Hawaii,33,2017-12-31
Idaho,63,2017-12-31
Illinois,63,2017-12-31
Indiana,65,2017-12-31
Iowa,40,2017-12-31
Kansas,61,2017-12-31
Kentucky,53,2017-12-31
Louisiana,64,2017-12-31
Maine,47,2017-12-31
Maryland,47,2017-12-31
Massachusetts,47,2017-12-31
Michigan,62,2017-12-31
Minnesota,60,2017-12-31
Mississippi,55,2017-12-31
Missouri,64,2017-12-31
Montana,76,2017-12-31
Nebraska,43,2017-12-31
Nevada,85,2017-12-31
New Hampshire,54,2017-12-31
New Jersey,65,2017-12-31
New Mexico,34,2017-12-31
New York,37,2017-12-31
North Carolina,61,2017-12-31
North Dakota,35,2017-12-31
Ohio,82,2017-12-31
Oklahoma,64,2017-12-31
Oregon,43,2017-12-31
Pennsylvania,80,2017-12-31
Rhode Island,68,2017-12-31
South Carolina,58,2017-12-31
South Dakota,38,2017-12-31
Tennessee,63,2017-12-31
Texas,55,2017-12-31
Utah,49,2017-12-31
Vermont,100,2017-12-31
Virginia,57,2017-12-31
Washington,38,2017-12-31
West Virginia,74,2017-12-31
Wisconsin,56,2017-12-31
Wyoming,90,2017-12-31
Alabama,46,2018-01-31
Alaska,32,2018-01-31
Arizona,47,2018-01-31
Arkansas,61,2018-01-31
California,43,2018-01-31
Colorado,41,2018-01-31
Connecticut,61,2018-01-31
Delaware,74,2018-01-31
District of Columbia,28,2018-01-31
Florida,68,2018-01-31
Georgia,48,2018-01-31
Hawaii,20,2018-01-31
Idaho,62,2018-01-31
Illinois,57,2018-01-31
Indiana,44,2018-01-31
Iowa,47,2018-01-31
Kansas,52,2018-01-31
Kentucky,38,2018-01-31
Louisiana,64,2018-01-31
Maine,76,2018-01-31
Maryland,41,2018-01-31
Massachusetts,35,2018-01-31
Michigan,57,2018-01-31
Minnesota,48,2018-01-31
Mississippi,36,2018-01-31
Missouri,53,2018-01-31
Montana,38,2018-01-31
Nebraska,43,2018-01-31
Nevada,63,2018-01-31
New Hampshire,31,2018-01-31
New Jersey,59,2018-01-31
New Mexico,36,2018-01-31
New York,36,2018-01-31
North Carolina,50,2018-01-31
North Dakota,49,2018-01-31
Ohio,63,2018-01-31
Oklahoma,46,2018-01-31
Oregon,35,2018-01-31
Pennsylvania,71,2018-01-31
Rhode Island,55,2018-01-31
South Carolina,47,2018-01-31
South Dakota,34,2018-01-31
Tennessee,64,2018-01-31
Texas,49,2018-01-31
Utah,41,2018-01-31
Vermont,43,2018-01-31
Virginia,48,2018-01-31
Washington,30,2018-01-31
West Virginia,53,2018-01-31
Wisconsin,42,2018-01-31
Wyoming,100,2018-01-31
Alabama,51,2018-02-28
Alaska,19,2018-02-28
Arizona,58,2018-02-28
Arkansas,56,2018-02-28
California,45,2018-02-28
Colorado,63,2018-02-28
Connecticut,93,2018-02-28
Delaware,85,2018-02-28
District of Columbia,23,2018-02-28
Florida,70,2018-02-28
Georgia,45,2018-02-28
Hawaii,32,2018-02-28
Idaho,79,2018-02-28
Illinois,60,2018-02-28
Indiana,52,2018-02-28
Iowa,62,2018-02-28
Kansas,56,2018-02-28
Kentucky,66,2018-02-28
Louisiana,66,2018-02-28
Maine,51,2018-02-28
Maryland,54,2018-02-28
Massachusetts,60,2018-02-28
Michigan,71,2018-02-28
Minnesota,55,2018-02-28
Mississippi,47,2018-02-28
Missouri,63,2018-02-28
Montana,53,2018-02-28
Nebraska,39,2018-02-28
Nevada,51,2018-02-28
New Hampshire,57,2018-02-28
New Jersey,61,2018-02-28
New Mexico,41,2018-02-28
New York,38,2018-02-28
North Carolina,56,2018-02-28
North Dakota,71,2018-02-28
Ohio,75,2018-02-28
Oklahoma,50,2018-02-28
Oregon,38,2018-02-28
Pennsylvania,74,2018-02-28
Rhode Island,59,2018-02-28
South Carolina,56,2018-02-28
South Dakota,37,2018-02-28
Tennessee,66,2018-02-28
Texas,50,2018-02-28
Utah,55,2018-02-28
Vermont,55,2018-02-28
Virginia,56,2018-02-28
Washington,31,2018-02-28
West Virginia,60,2018-02-28
Wisconsin,58,2018-02-28
Wyoming,100,2018-02-28
Alabama,60,2018-03-31
Alaska,63,2018-03-31
Arizona,57,2018-03-31
Arkansas,51,2018-03-31
California,56,2018-03-31
Colorado,52,2018-03-31
Connecticut,98,2018-03-31
Delaware,68,2018-03-31
District of Columbia,41,2018-03-31
Florida,86,2018-03-31
Georgia,55,2018-03-31
Hawaii,31,2018-03-31
Idaho,72,2018-03-31
Illinois,87,2018-03-31
Indiana,86,2018-03-31
Iowa,73,2018-03-31
Kansas,64,2018-03-31
Kentucky,57,2018-03-31
Louisiana,77,2018-03-31
Maine,71,2018-03-31
Maryland,68,2018-03-31
Massachusetts,69,2018-03-31
Michigan,82,2018-03-31
Minnesota,68,2018-03-31
Mississippi,45,2018-03-31
Missouri,80,2018-03-31
Montana,79,2018-03-31
Nebraska,46,2018-03-31
Nevada,62,2018-03-31
New Hampshire,69,2018-03-31
New Jersey,69,2018-03-31
New Mexico,55,2018-03-31
New York,42,2018-03-31
North Carolina,70,2018-03-31
North Dakota,75,2018-03-31
Ohio,88,2018-03-31
Oklahoma,55,2018-03-31
Oregon,46,2018-03-31
Pennsylvania,82,2018-03-31
Rhode Island,84,2018-03-31
South Carolina,64,2018-03-31
South Dakota,40,2018-03-31
Tennessee,64,2018-03-31
Texas,57,2018-03-31
Utah,44,2018-03-31
Vermont,72,2018-03-31
Virginia,69,2018-03-31
Washington,39,2018-03-31
West Virginia,58,2018-03-31
Wisconsin,77,2018-03-31
Wyoming,100,2018-03-31
Alabama,43,2018-04-30
Alaska,59,2018-04-30
Arizona,44,2018-04-30
Arkansas,48,2018-04-30
California,39,2018-04-30
Colorado,56,2018-04-30
Connecticut,66,2018-04-30
Delaware,85,2018-04-30
District of Columbia,23,2018-04-30
Florida,69,2018-04-30
Georgia,50,2018-04-30
Hawaii,28,2018-04-30
Idaho,67,2018-04-30
Illinois,55,2018-04-30
Indiana,50,2018-04-30
Iowa,58,2018-04-30
Kansas,53,2018-04-30
Kentucky,58,2018-04-30
Louisiana,52,2018-04-30
Maine,93,2018-04-30
Maryland,49,2018-04-30
Massachusetts,43,2018-04-30
Michigan,64,2018-04-30
Minnesota,47,2018-04-30
Mississippi,52,2018-04-30
Missouri,61,2018-04-30
Montana,76,2018-04-30
Nebraska,44,2018-04-30
Nevada,58,2018-04-30
New Hampshire,65,2018-04-30
New Jersey,49,2018-04-30
New Mexico,48,2018-04-30
New York,34,2018-04-30
North Carolina,55,2018-04-30
North Dakota,45,2018-04-30
Ohio,63,2018-04-30
Oklahoma,43,2018-04-30
Oregon,38,2018-04-30
Pennsylvania,68,2018-04-30
Rhode Island,66,2018-04-30
South Carolina,56,2018-04-30
South Dakota,44,2018-04-30
Tennessee,53,2018-04-30
Texas,48,2018-04-30
Utah,50,2018-04-30
Vermont,70,2018-04-30
Virginia,50,2018-04-30
Washington,29,2018-04-30
West Virginia,58,2018-04-30
Wisconsin,53,2018-04-30
Wyoming,100,2018-04-30
Alabama,54,2018-05-31
Alaska,62,2018-05-31
Arizona,63,2018-05-31
Arkansas,67,2018-05-31
California,52,2018-05-31
Colorado,66,2018-05-31
Connecticut,77,2018-05-31
Delaware,92,2018-05-31
District of Columbia,24,2018-05-31
Florida,82,2018-05-31
Georgia,54,2018-05-31
Hawaii,25,2018-05-31
Idaho,38,2018-05-31
Illinois,69,2018-05-31
Indiana,77,2018-05-31
Iowa,68,2018-05-31
Kansas,67,2018-05-31
Kentucky,51,2018-05-31
Louisiana,78,2018-05-31
Maine,71,2018-05-31
Maryland,51,2018-05-31
Massachusetts,59,2018-05-31
Michigan,88,2018-05-31
Minnesota,66,2018-05-31
Mississippi,52,2018-05-31
Missouri,65,2018-05-31
Montana,72,2018-05-31
Nebraska,58,2018-05-31
Nevada,65,2018-05-31
New Hampshire,71,2018-05-31
New Jersey,66,2018-05-31
New Mexico,72,2018-05-31
New York,43,2018-05-31
North Carolina,66,2018-05-31
North Dakota,65,2018-05-31
Ohio,87,2018-05-31
Oklahoma,42,2018-05-31
Oregon,37,2018-05-31
Pennsylvania,84,2018-05-31
Rhode Island,90,2018-05-31
South Carolina,57,2018-05-31
South Dakota,16,2018-05-31
Tennessee,65,2018-05-31
Texas,60,2018-05-31
Utah,44,2018-05-31
Vermont,100,2018-05-31
Virginia,77,2018-05-31
Washington,35,2018-05-31
West Virginia,68,2018-05-31
Wisconsin,67,2018-05-31
Wyoming,67,2018-05-31
Alabama,44,2018-06-30
Alaska,63,2018-06-30
Arizona,56,2018-06-30
Arkansas,84,2018-06-30
California,50,2018-06-30
Colorado,61,2018-06-30
Connecticut,97,2018-06-30
Delaware,84,2018-06-30
District of Columbia,24,2018-06-30
Florida,93,2018-06-30
Georgia,54,2018-06-30
Hawaii,57,2018-06-30
Idaho,60,2018-06-30
Illinois,76,2018-06-30
Indiana,67,2018-06-30
Iowa,80,2018-06-30
Kansas,63,2018-06-30
Kentucky,66,2018-06-30
Louisiana,71,2018-06-30
Maine,96,2018-06-30
Maryland,58,2018-06-30
Massachusetts,65,2018-06-30
Michigan,92,2018-06-30
Minnesota,72,2018-06-30
Mississippi,85,2018-06-30
Missouri,89,2018-06-30
Montana,81,2018-06-30
Nebraska,46,2018-06-30
Nevada,60,2018-06-30
New Hampshire,78,2018-06-30
New Jersey,77,2018-06-30
New Mexico,58,2018-06-30
New York,46,2018-06-30
North Carolina,74,2018-06-30
North Dakota,90,2018-06-30
Ohio,100,2018-06-30
Oklahoma,53,2018-06-30
Oregon,47,2018-06-30
Pennsylvania,87,2018-06-30
Rhode Island,72,2018-06-30
South Carolina,83,2018-06-30
South Dakota,32,2018-06-30
Tennessee,78,2018-06-30
Texas,63,2018-06-30
Utah,56,2018-06-30
Vermont,95,2018-06-30
Virginia,73,2018-06-30
Washington,41,2018-06-30
West Virginia,65,2018-06-30
Wisconsin,68,2018-06-30
Wyoming,97,2018-06-30
Alabama,46,2018-07-31
Alaska,31,2018-07-31
Arizona,49,2018-07-31
Arkansas,53,2018-07-31
California,43,2018-07-31
Colorado,45,2018-07-31
Connecticut,75,2018-07-31
Delaware,100,2018-07-31
District of Columbia,29,2018-07-31
Florida,72,2018-07-31
Georgia,43,2018-07-31
Hawaii,17,2018-07-31
Idaho,62,2018-07-31
Illinois,62,2018-07-31
Indiana,59,2018-07-31
Iowa,27,2018-07-31
Kansas,47,2018-07-31
Kentucky,52,2018-07-31
Louisiana,59,2018-07-31
Maine,88,2018-07-31
Maryland,53,2018-07-31
Massachusetts,47,2018-07-31
Michigan,75,2018-07-31
Minnesota,50,2018-07-31
Mississippi,42,2018-07-31
Missouri,62,2018-07-31
Montana,53,2018-07-31
Nebraska,36,2018-07-31
Nevada,45,2018-07-31
New Hampshire,57,2018-07-31
New Jersey,55,2018-07-31
New Mexico,55,2018-07-31
New York,35,2018-07-31
North Carolina,60,2018-07-31
North Dakota,34,2018-07-31
