geoName,Broker,year
Alaska,0,2006-08-31
Arizona,61,2006-08-31
Arkansas,0,2006-08-31
California,100,2006-08-31
Colorado,0,2006-08-31
Connecticut,0,2006-08-31
Delaware,0,2006-08-31
District of Columbia,75,2006-08-31
Florida,47,2006-08-31
Georgia,35,2006-08-31
Hawaii,0,2006-08-31
Idaho,0,2006-08-31
Illinois,27,2006-08-31
Indiana,100,2006-08-31
Iowa,0,2006-08-31
Kansas,0,2006-08-31
Kentucky,0,2006-08-31
Louisiana,0,2006-08-31
Maine,0,2006-08-31
Maryland,0,2006-08-31
Massachusetts,0,2006-08-31
Michigan,0,2006-08-31
Minnesota,0,2006-08-31
Mississippi,0,2006-08-31
Missouri,0,2006-08-31
Montana,0,2006-08-31
Nebraska,0,2006-08-31
Nevada,0,2006-08-31
New Hampshire,0,2006-08-31
New Jersey,41,2006-08-31
New Mexico,0,2006-08-31
New York,62,2006-08-31
North Carolina,0,2006-08-31
North Dakota,0,2006-08-31
Ohio,0,2006-08-31
Oklahoma,0,2006-08-31
Oregon,0,2006-08-31
Pennsylvania,93,2006-08-31
Rhode Island,0,2006-08-31
South Carolina,0,2006-08-31
South Dakota,0,2006-08-31
Tennessee,0,2006-08-31
Texas,75,2006-08-31
Utah,0,2006-08-31
Vermont,0,2006-08-31
Virginia,40,2006-08-31
Washington,46,2006-08-31
West Virginia,0,2006-08-31
Wisconsin,0,2006-08-31
Wyoming,0,2006-08-31
Alabama,0,2006-09-30
Alaska,0,2006-09-30
Arizona,17,2006-09-30
Arkansas,77,2006-09-30
California,23,2006-09-30
Colorado,18,2006-09-30
Connecticut,0,2006-09-30
Delaware,0,2006-09-30
District of Columbia,0,2006-09-30
Florida,26,2006-09-30
Georgia,0,2006-09-30
Hawaii,0,2006-09-30
Idaho,0,2006-09-30
Illinois,8,2006-09-30
Indiana,0,2006-09-30
Iowa,0,2006-09-30
Kansas,0,2006-09-30
Kentucky,33,2006-09-30
Louisiana,0,2006-09-30
Maine,0,2006-09-30
Maryland,18,2006-09-30
Massachusetts,10,2006-09-30
Michigan,0,2006-09-30
Minnesota,0,2006-09-30
Mississippi,100,2006-09-30
Missouri,0,2006-09-30
Montana,0,2006-09-30
Nebraska,0,2006-09-30
Nevada,0,2006-09-30
New Hampshire,0,2006-09-30
New Jersey,0,2006-09-30
New Mexico,0,2006-09-30
New York,21,2006-09-30
North Carolina,0,2006-09-30
North Dakota,0,2006-09-30
Ohio,0,2006-09-30
Oklahoma,0,2006-09-30
Oregon,0,2006-09-30
Pennsylvania,8,2006-09-30
Rhode Island,72,2006-09-30
South Carolina,0,2006-09-30
South Dakota,0,2006-09-30
Tennessee,26,2006-09-30
Texas,21,2006-09-30
Utah,0,2006-09-30
Vermont,0,2006-09-30
Virginia,11,2006-09-30
Washington,0,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,0,2006-09-30
Wyoming,0,2006-09-30
Alabama,0,2006-10-31
Alaska,0,2006-10-31
Arizona,0,2006-10-31
Arkansas,100,2006-10-31
California,31,2006-10-31
Colorado,22,2006-10-31
Connecticut,0,2006-10-31
Delaware,0,2006-10-31
District of Columbia,51,2006-10-31
Florida,8,2006-10-31
Georgia,12,2006-10-31
Hawaii,85,2006-10-31
Idaho,0,2006-10-31
Illinois,0,2006-10-31
Indiana,0,2006-10-31
Iowa,0,2006-10-31
Kansas,0,2006-10-31
Kentucky,40,2006-10-31
Louisiana,0,2006-10-31
Maine,0,2006-10-31
Maryland,0,2006-10-31
Massachusetts,12,2006-10-31
Michigan,16,2006-10-31
Minnesota,21,2006-10-31
Mississippi,0,2006-10-31
Missouri,0,2006-10-31
Montana,0,2006-10-31
Nebraska,0,2006-10-31
Nevada,66,2006-10-31
New Hampshire,0,2006-10-31
New Jersey,13,2006-10-31
New Mexico,0,2006-10-31
New York,21,2006-10-31
North Carolina,17,2006-10-31
North Dakota,0,2006-10-31
Ohio,0,2006-10-31
Oklahoma,0,2006-10-31
Oregon,28,2006-10-31
Pennsylvania,21,2006-10-31
Rhode Island,0,2006-10-31
South Carolina,0,2006-10-31
South Dakota,0,2006-10-31
Tennessee,0,2006-10-31
Texas,20,2006-10-31
Utah,0,2006-10-31
Vermont,0,2006-10-31
Virginia,0,2006-10-31
Washington,15,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,24,2006-10-31
Wyoming,0,2006-10-31
Alabama,0,2006-11-30
Alaska,0,2006-11-30
Arizona,0,2006-11-30
Arkansas,0,2006-11-30
California,17,2006-11-30
Colorado,0,2006-11-30
Connecticut,0,2006-11-30
Delaware,0,2006-11-30
District of Columbia,0,2006-11-30
Florida,6,2006-11-30
Georgia,19,2006-11-30
Hawaii,0,2006-11-30
Idaho,0,2006-11-30
Illinois,0,2006-11-30
Indiana,0,2006-11-30
Iowa,0,2006-11-30
Kansas,0,2006-11-30
Kentucky,32,2006-11-30
Louisiana,40,2006-11-30
Maine,0,2006-11-30
Maryland,35,2006-11-30
Massachusetts,10,2006-11-30
Michigan,0,2006-11-30
Minnesota,0,2006-11-30
Mississippi,0,2006-11-30
Missouri,0,2006-11-30
Montana,0,2006-11-30
Nebraska,0,2006-11-30
Nevada,100,2006-11-30
New Hampshire,0,2006-11-30
New Jersey,19,2006-11-30
New Mexico,0,2006-11-30
New York,4,2006-11-30
North Carolina,13,2006-11-30
North Dakota,0,2006-11-30
Ohio,0,2006-11-30
Oklahoma,0,2006-11-30
Oregon,22,2006-11-30
Pennsylvania,8,2006-11-30
Rhode Island,0,2006-11-30
South Carolina,40,2006-11-30
South Dakota,0,2006-11-30
Tennessee,0,2006-11-30
Texas,10,2006-11-30
Utah,0,2006-11-30
Vermont,0,2006-11-30
Virginia,23,2006-11-30
Washington,0,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,0,2006-11-30
Wyoming,0,2006-11-30
Alabama,0,2006-12-31
Alaska,0,2006-12-31
Arizona,0,2006-12-31
Arkansas,0,2006-12-31
California,17,2006-12-31
Colorado,0,2006-12-31
Connecticut,0,2006-12-31
Delaware,0,2006-12-31
District of Columbia,0,2006-12-31
Florida,6,2006-12-31
Georgia,19,2006-12-31
Hawaii,0,2006-12-31
Idaho,0,2006-12-31
Illinois,0,2006-12-31
Indiana,0,2006-12-31
Iowa,0,2006-12-31
Kansas,0,2006-12-31
Kentucky,32,2006-12-31
Louisiana,40,2006-12-31
Maine,0,2006-12-31
Maryland,35,2006-12-31
Massachusetts,10,2006-12-31
Michigan,0,2006-12-31
Minnesota,0,2006-12-31
Mississippi,0,2006-12-31
Missouri,0,2006-12-31
Montana,0,2006-12-31
Nebraska,0,2006-12-31
Nevada,100,2006-12-31
New Hampshire,0,2006-12-31
New Jersey,19,2006-12-31
New Mexico,0,2006-12-31
New York,4,2006-12-31
North Carolina,13,2006-12-31
North Dakota,0,2006-12-31
Ohio,0,2006-12-31
Oklahoma,0,2006-12-31
Oregon,22,2006-12-31
Pennsylvania,8,2006-12-31
Rhode Island,0,2006-12-31
South Carolina,40,2006-12-31
South Dakota,0,2006-12-31
Tennessee,0,2006-12-31
Texas,10,2006-12-31
Utah,0,2006-12-31
Vermont,0,2006-12-31
Virginia,23,2006-12-31
Washington,0,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,0,2006-12-31
Wyoming,0,2006-12-31
Alabama,0,2007-01-31
Alaska,0,2007-01-31
Arizona,19,2007-01-31
Arkansas,0,2007-01-31
California,20,2007-01-31
Colorado,19,2007-01-31
Connecticut,0,2007-01-31
Delaware,0,2007-01-31
District of Columbia,0,2007-01-31
Florida,14,2007-01-31
Georgia,0,2007-01-31
Hawaii,0,2007-01-31
Idaho,100,2007-01-31
Illinois,16,2007-01-31
Indiana,29,2007-01-31
Iowa,0,2007-01-31
Kansas,96,2007-01-31
Kentucky,0,2007-01-31
Louisiana,0,2007-01-31
Maine,0,2007-01-31
Maryland,20,2007-01-31
Massachusetts,11,2007-01-31
Michigan,0,2007-01-31
Minnesota,0,2007-01-31
Mississippi,74,2007-01-31
Missouri,38,2007-01-31
Montana,0,2007-01-31
Nebraska,0,2007-01-31
Nevada,0,2007-01-31
New Hampshire,0,2007-01-31
New Jersey,23,2007-01-31
New Mexico,0,2007-01-31
New York,38,2007-01-31
North Carolina,14,2007-01-31
North Dakota,0,2007-01-31
Ohio,0,2007-01-31
Oklahoma,0,2007-01-31
Oregon,25,2007-01-31
Pennsylvania,9,2007-01-31
Rhode Island,0,2007-01-31
South Carolina,0,2007-01-31
South Dakota,0,2007-01-31
Tennessee,0,2007-01-31
Texas,6,2007-01-31
Utah,44,2007-01-31
Vermont,0,2007-01-31
Virginia,27,2007-01-31
Washington,0,2007-01-31
West Virginia,0,2007-01-31
Wisconsin,43,2007-01-31
Wyoming,0,2007-01-31
Alabama,59,2007-02-28
Alaska,0,2007-02-28
Arizona,12,2007-02-28
Arkansas,0,2007-02-28
California,18,2007-02-28
Colorado,39,2007-02-28
Connecticut,0,2007-02-28
Delaware,0,2007-02-28
District of Columbia,0,2007-02-28
Florida,19,2007-02-28
Georgia,7,2007-02-28
Hawaii,0,2007-02-28
Idaho,0,2007-02-28
Illinois,0,2007-02-28
Indiana,39,2007-02-28
Iowa,0,2007-02-28
Kansas,0,2007-02-28
Kentucky,0,2007-02-28
Louisiana,0,2007-02-28
Maine,0,2007-02-28
Maryland,13,2007-02-28
Massachusetts,7,2007-02-28
Michigan,9,2007-02-28
Minnesota,0,2007-02-28
Mississippi,0,2007-02-28
Missouri,0,2007-02-28
Montana,100,2007-02-28
Nebraska,0,2007-02-28
Nevada,0,2007-02-28
New Hampshire,0,2007-02-28
New Jersey,7,2007-02-28
New Mexico,0,2007-02-28
New York,21,2007-02-28
North Carolina,0,2007-02-28
North Dakota,0,2007-02-28
Ohio,7,2007-02-28
Oklahoma,33,2007-02-28
Oregon,32,2007-02-28
Pennsylvania,6,2007-02-28
Rhode Island,0,2007-02-28
South Carolina,0,2007-02-28
South Dakota,0,2007-02-28
Tennessee,38,2007-02-28
Texas,0,2007-02-28
Utah,29,2007-02-28
Vermont,0,2007-02-28
Virginia,0,2007-02-28
Washington,0,2007-02-28
West Virginia,0,2007-02-28
Wisconsin,0,2007-02-28
Wyoming,0,2007-02-28
Alabama,0,2007-03-31
Alaska,0,2007-03-31
Arizona,7,2007-03-31
Arkansas,0,2007-03-31
California,4,2007-03-31
Colorado,23,2007-03-31
Connecticut,0,2007-03-31
Delaware,0,2007-03-31
District of Columbia,0,2007-03-31
Florida,0,2007-03-31
Georgia,22,2007-03-31
Hawaii,0,2007-03-31
Idaho,40,2007-03-31
Illinois,10,2007-03-31
Indiana,23,2007-03-31
Iowa,0,2007-03-31
Kansas,0,2007-03-31
Kentucky,0,2007-03-31
Louisiana,0,2007-03-31
Maine,0,2007-03-31
Maryland,8,2007-03-31
Massachusetts,18,2007-03-31
Michigan,5,2007-03-31
Minnesota,15,2007-03-31
Mississippi,0,2007-03-31
Missouri,7,2007-03-31
Montana,0,2007-03-31
Nebraska,0,2007-03-31
Nevada,21,2007-03-31
New Hampshire,0,2007-03-31
New Jersey,4,2007-03-31
New Mexico,0,2007-03-31
New York,19,2007-03-31
North Carolina,6,2007-03-31
North Dakota,0,2007-03-31
Ohio,9,2007-03-31
Oklahoma,19,2007-03-31
Oregon,0,2007-03-31
Pennsylvania,4,2007-03-31
Rhode Island,0,2007-03-31
South Carolina,17,2007-03-31
South Dakota,0,2007-03-31
Tennessee,0,2007-03-31
Texas,9,2007-03-31
Utah,0,2007-03-31
Vermont,0,2007-03-31
Virginia,0,2007-03-31
Washington,5,2007-03-31
West Virginia,0,2007-03-31
Wisconsin,17,2007-03-31
Wyoming,100,2007-03-31
Alabama,0,2007-04-30
Alaska,0,2007-04-30
Arizona,0,2007-04-30
Arkansas,0,2007-04-30
California,15,2007-04-30
Colorado,35,2007-04-30
Connecticut,32,2007-04-30
Delaware,0,2007-04-30
District of Columbia,25,2007-04-30
Florida,30,2007-04-30
Georgia,33,2007-04-30
Hawaii,0,2007-04-30
Idaho,0,2007-04-30
Illinois,0,2007-04-30
Indiana,0,2007-04-30
Iowa,0,2007-04-30
Kansas,0,2007-04-30
Kentucky,0,2007-04-30
Louisiana,27,2007-04-30
Maine,0,2007-04-30
Maryland,25,2007-04-30
Massachusetts,27,2007-04-30
Michigan,17,2007-04-30
Minnesota,11,2007-04-30
Mississippi,50,2007-04-30
Missouri,0,2007-04-30
Montana,100,2007-04-30
Nebraska,0,2007-04-30
Nevada,0,2007-04-30
New Hampshire,0,2007-04-30
New Jersey,13,2007-04-30
New Mexico,0,2007-04-30
New York,20,2007-04-30
North Carolina,9,2007-04-30
North Dakota,0,2007-04-30
Ohio,21,2007-04-30
Oklahoma,0,2007-04-30
Oregon,0,2007-04-30
Pennsylvania,0,2007-04-30
Rhode Island,52,2007-04-30
South Carolina,0,2007-04-30
South Dakota,0,2007-04-30
Tennessee,18,2007-04-30
Texas,10,2007-04-30
Utah,28,2007-04-30
Vermont,0,2007-04-30
Virginia,0,2007-04-30
Washington,8,2007-04-30
West Virginia,0,2007-04-30
Wisconsin,0,2007-04-30
Wyoming,0,2007-04-30
Alabama,0,2007-05-31
Alaska,0,2007-05-31
Arizona,30,2007-05-31
Arkansas,0,2007-05-31
California,31,2007-05-31
Colorado,0,2007-05-31
Connecticut,44,2007-05-31
Delaware,0,2007-05-31
District of Columbia,32,2007-05-31
Florida,66,2007-05-31
Georgia,0,2007-05-31
Hawaii,0,2007-05-31
Idaho,0,2007-05-31
Illinois,83,2007-05-31
Indiana,0,2007-05-31
Iowa,100,2007-05-31
Kansas,0,2007-05-31
Kentucky,0,2007-05-31
Louisiana,0,2007-05-31
Maine,0,2007-05-31
Maryland,0,2007-05-31
Massachusetts,58,2007-05-31
Michigan,23,2007-05-31
Minnesota,0,2007-05-31
Mississippi,0,2007-05-31
Missouri,0,2007-05-31
Montana,0,2007-05-31
Nebraska,0,2007-05-31
Nevada,0,2007-05-31
New Hampshire,0,2007-05-31
New Jersey,68,2007-05-31
New Mexico,0,2007-05-31
New York,69,2007-05-31
North Carolina,24,2007-05-31
North Dakota,0,2007-05-31
Ohio,57,2007-05-31
Oklahoma,0,2007-05-31
Oregon,39,2007-05-31
Pennsylvania,47,2007-05-31
Rhode Island,0,2007-05-31
South Carolina,0,2007-05-31
South Dakota,0,2007-05-31
Tennessee,0,2007-05-31
Texas,17,2007-05-31
Utah,0,2007-05-31
Vermont,0,2007-05-31
Virginia,60,2007-05-31
Washington,20,2007-05-31
West Virginia,0,2007-05-31
Wisconsin,37,2007-05-31
Wyoming,0,2007-05-31
Alabama,0,2007-06-30
Alaska,0,2007-06-30
Arizona,32,2007-06-30
Arkansas,0,2007-06-30
California,7,2007-06-30
Colorado,22,2007-06-30
Connecticut,32,2007-06-30
Delaware,0,2007-06-30
District of Columbia,11,2007-06-30
Florida,32,2007-06-30
Georgia,18,2007-06-30
Hawaii,43,2007-06-30
Idaho,0,2007-06-30
Illinois,5,2007-06-30
Indiana,0,2007-06-30
Iowa,0,2007-06-30
Kansas,0,2007-06-30
Kentucky,20,2007-06-30
Louisiana,0,2007-06-30
Maine,58,2007-06-30
Maryland,12,2007-06-30
Massachusetts,6,2007-06-30
Michigan,0,2007-06-30
Minnesota,23,2007-06-30
Mississippi,0,2007-06-30
Missouri,0,2007-06-30
Montana,100,2007-06-30
Nebraska,0,2007-06-30
Nevada,0,2007-06-30
New Hampshire,0,2007-06-30
New Jersey,12,2007-06-30
New Mexico,0,2007-06-30
New York,39,2007-06-30
North Carolina,25,2007-06-30
North Dakota,0,2007-06-30
Ohio,7,2007-06-30
Oklahoma,0,2007-06-30
Oregon,44,2007-06-30
Pennsylvania,5,2007-06-30
Rhode Island,53,2007-06-30
South Carolina,0,2007-06-30
South Dakota,0,2007-06-30
Tennessee,17,2007-06-30
Texas,18,2007-06-30
Utah,0,2007-06-30
Vermont,0,2007-06-30
Virginia,0,2007-06-30
Washington,8,2007-06-30
West Virginia,0,2007-06-30
Wisconsin,0,2007-06-30
Wyoming,0,2007-06-30
Alabama,26,2007-07-31
Alaska,0,2007-07-31
Arizona,11,2007-07-31
Arkansas,0,2007-07-31
California,22,2007-07-31
Colorado,22,2007-07-31
Connecticut,33,2007-07-31
Delaware,0,2007-07-31
District of Columbia,11,2007-07-31
Florida,21,2007-07-31
Georgia,12,2007-07-31
Hawaii,0,2007-07-31
Idaho,0,2007-07-31
Illinois,11,2007-07-31
Indiana,57,2007-07-31
Iowa,36,2007-07-31
Kansas,0,2007-07-31
Kentucky,0,2007-07-31
Louisiana,0,2007-07-31
Maine,0,2007-07-31
Maryland,0,2007-07-31
Massachusetts,7,2007-07-31
Michigan,9,2007-07-31
Minnesota,35,2007-07-31
Mississippi,0,2007-07-31
Missouri,0,2007-07-31
Montana,100,2007-07-31
Nebraska,0,2007-07-31
Nevada,0,2007-07-31
New Hampshire,0,2007-07-31
New Jersey,6,2007-07-31
New Mexico,56,2007-07-31
New York,35,2007-07-31
North Carolina,9,2007-07-31
North Dakota,0,2007-07-31
Ohio,0,2007-07-31
Oklahoma,59,2007-07-31
Oregon,0,2007-07-31
Pennsylvania,11,2007-07-31
Rhode Island,57,2007-07-31
South Carolina,0,2007-07-31
South Dakota,0,2007-07-31
Tennessee,0,2007-07-31
Texas,13,2007-07-31
Utah,0,2007-07-31
Vermont,0,2007-07-31
Virginia,35,2007-07-31
Washington,25,2007-07-31
West Virginia,0,2007-07-31
Wisconsin,14,2007-07-31
Wyoming,0,2007-07-31
Alabama,31,2007-08-31
Alaska,100,2007-08-31
Arizona,24,2007-08-31
Arkansas,0,2007-08-31
California,24,2007-08-31
Colorado,25,2007-08-31
Connecticut,19,2007-08-31
Delaware,0,2007-08-31
District of Columbia,0,2007-08-31
Florida,24,2007-08-31
Georgia,14,2007-08-31
Hawaii,0,2007-08-31
Idaho,0,2007-08-31
Illinois,18,2007-08-31
Indiana,0,2007-08-31
Iowa,0,2007-08-31
Kansas,33,2007-08-31
Kentucky,0,2007-08-31
Louisiana,0,2007-08-31
Maine,0,2007-08-31
Maryland,0,2007-08-31
Massachusetts,8,2007-08-31
Michigan,0,2007-08-31
Minnesota,0,2007-08-31
Mississippi,0,2007-08-31
Missouri,0,2007-08-31
Montana,0,2007-08-31
Nebraska,0,2007-08-31
Nevada,39,2007-08-31
New Hampshire,0,2007-08-31
New Jersey,7,2007-08-31
New Mexico,0,2007-08-31
New York,16,2007-08-31
North Carolina,29,2007-08-31
North Dakota,0,2007-08-31
Ohio,0,2007-08-31
Oklahoma,0,2007-08-31
Oregon,0,2007-08-31
Pennsylvania,0,2007-08-31
Rhode Island,60,2007-08-31
South Carolina,0,2007-08-31
South Dakota,0,2007-08-31
Tennessee,19,2007-08-31
Texas,10,2007-08-31
Utah,0,2007-08-31
Vermont,0,2007-08-31
Virginia,8,2007-08-31
Washington,0,2007-08-31
West Virginia,0,2007-08-31
Wisconsin,0,2007-08-31
Wyoming,0,2007-08-31
Alabama,0,2007-09-30
Alaska,0,2007-09-30
Arizona,10,2007-09-30
Arkansas,0,2007-09-30
California,12,2007-09-30
Colorado,19,2007-09-30
Connecticut,0,2007-09-30
Delaware,0,2007-09-30
District of Columbia,9,2007-09-30
Florida,7,2007-09-30
Georgia,11,2007-09-30
Hawaii,0,2007-09-30
Idaho,0,2007-09-30
Illinois,5,2007-09-30
Indiana,15,2007-09-30
Iowa,0,2007-09-30
Kansas,0,2007-09-30
Kentucky,16,2007-09-30
Louisiana,22,2007-09-30
Maine,0,2007-09-30
Maryland,0,2007-09-30
Massachusetts,17,2007-09-30
Michigan,7,2007-09-30
Minnesota,0,2007-09-30
Mississippi,0,2007-09-30
Missouri,18,2007-09-30
Montana,0,2007-09-30
Nebraska,0,2007-09-30
Nevada,0,2007-09-30
New Hampshire,45,2007-09-30
New Jersey,5,2007-09-30
New Mexico,0,2007-09-30
New York,18,2007-09-30
North Carolina,7,2007-09-30
North Dakota,0,2007-09-30
Ohio,0,2007-09-30
Oklahoma,0,2007-09-30
Oregon,0,2007-09-30
Pennsylvania,9,2007-09-30
Rhode Island,0,2007-09-30
South Carolina,0,2007-09-30
South Dakota,0,2007-09-30
Tennessee,15,2007-09-30
Texas,8,2007-09-30
Utah,46,2007-09-30
Vermont,100,2007-09-30
Virginia,11,2007-09-30
Washington,14,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,0,2007-09-30
Wyoming,0,2007-09-30
Alabama,0,2007-10-31
Alaska,0,2007-10-31
Arizona,7,2007-10-31
Arkansas,0,2007-10-31
California,7,2007-10-31
Colorado,7,2007-10-31
Connecticut,0,2007-10-31
Delaware,0,2007-10-31
District of Columbia,7,2007-10-31
Florida,19,2007-10-31
Georgia,4,2007-10-31
Hawaii,0,2007-10-31
Idaho,0,2007-10-31
Illinois,3,2007-10-31
Indiana,0,2007-10-31
Iowa,0,2007-10-31
Kansas,0,2007-10-31
Kentucky,0,2007-10-31
Louisiana,17,2007-10-31
Maine,0,2007-10-31
Maryland,0,2007-10-31
Massachusetts,21,2007-10-31
Michigan,11,2007-10-31
Minnesota,15,2007-10-31
Mississippi,0,2007-10-31
Missouri,7,2007-10-31
Montana,0,2007-10-31
Nebraska,0,2007-10-31
Nevada,0,2007-10-31
New Hampshire,0,2007-10-31
New Jersey,20,2007-10-31
New Mexico,37,2007-10-31
New York,14,2007-10-31
North Carolina,16,2007-10-31
North Dakota,0,2007-10-31
Ohio,0,2007-10-31
Oklahoma,0,2007-10-31
Oregon,20,2007-10-31
Pennsylvania,7,2007-10-31
Rhode Island,0,2007-10-31
South Carolina,0,2007-10-31
South Dakota,0,2007-10-31
Tennessee,0,2007-10-31
Texas,6,2007-10-31
Utah,17,2007-10-31
Vermont,0,2007-10-31
Virginia,4,2007-10-31
Washington,5,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,0,2007-10-31
Wyoming,100,2007-10-31
Alabama,0,2007-11-30
Alaska,0,2007-11-30
Arizona,0,2007-11-30
Arkansas,0,2007-11-30
California,24,2007-11-30
Colorado,40,2007-11-30
Connecticut,0,2007-11-30
Delaware,0,2007-11-30
District of Columbia,0,2007-11-30
Florida,16,2007-11-30
Georgia,35,2007-11-30
Hawaii,0,2007-11-30
Idaho,0,2007-11-30
Illinois,20,2007-11-30
Indiana,0,2007-11-30
Iowa,0,2007-11-30
Kansas,0,2007-11-30
Kentucky,35,2007-11-30
Louisiana,0,2007-11-30
Maine,100,2007-11-30
Maryland,23,2007-11-30
Massachusetts,24,2007-11-30
Michigan,0,2007-11-30
Minnesota,0,2007-11-30
Mississippi,0,2007-11-30
Missouri,0,2007-11-30
Montana,0,2007-11-30
Nebraska,0,2007-11-30
Nevada,0,2007-11-30
New Hampshire,0,2007-11-30
New Jersey,11,2007-11-30
New Mexico,0,2007-11-30
New York,29,2007-11-30
North Carolina,0,2007-11-30
North Dakota,0,2007-11-30
Ohio,26,2007-11-30
Oklahoma,0,2007-11-30
Oregon,29,2007-11-30
Pennsylvania,10,2007-11-30
Rhode Island,0,2007-11-30
South Carolina,0,2007-11-30
South Dakota,0,2007-11-30
Tennessee,0,2007-11-30
Texas,11,2007-11-30
Utah,0,2007-11-30
Vermont,0,2007-11-30
Virginia,21,2007-11-30
Washington,0,2007-11-30
West Virginia,0,2007-11-30
Wisconsin,0,2007-11-30
Wyoming,0,2007-11-30
Alabama,0,2007-12-31
Alaska,0,2007-12-31
Arizona,8,2007-12-31
Arkansas,0,2007-12-31
California,15,2007-12-31
Colorado,23,2007-12-31
Connecticut,12,2007-12-31
Delaware,100,2007-12-31
District of Columbia,7,2007-12-31
Florida,9,2007-12-31
Georgia,18,2007-12-31
Hawaii,0,2007-12-31
Idaho,0,2007-12-31
Illinois,11,2007-12-31
Indiana,0,2007-12-31
Iowa,0,2007-12-31
Kansas,0,2007-12-31
Kentucky,0,2007-12-31
Louisiana,0,2007-12-31
Maine,39,2007-12-31
Maryland,9,2007-12-31
Massachusetts,5,2007-12-31
Michigan,6,2007-12-31
Minnesota,8,2007-12-31
Mississippi,0,2007-12-31
Missouri,15,2007-12-31
Montana,0,2007-12-31
Nebraska,31,2007-12-31
Nevada,24,2007-12-31
New Hampshire,76,2007-12-31
New Jersey,21,2007-12-31
New Mexico,0,2007-12-31
New York,19,2007-12-31
North Carolina,12,2007-12-31
North Dakota,0,2007-12-31
Ohio,5,2007-12-31
Oklahoma,41,2007-12-31
Oregon,11,2007-12-31
Pennsylvania,0,2007-12-31
Rhode Island,39,2007-12-31
South Carolina,0,2007-12-31
South Dakota,0,2007-12-31
Tennessee,0,2007-12-31
Texas,9,2007-12-31
Utah,0,2007-12-31
Vermont,0,2007-12-31
Virginia,0,2007-12-31
Washington,5,2007-12-31
West Virginia,0,2007-12-31
Wisconsin,19,2007-12-31
Wyoming,0,2007-12-31
Alabama,0,2008-01-31
Alaska,0,2008-01-31
Arizona,24,2008-01-31
Arkansas,0,2008-01-31
California,12,2008-01-31
Colorado,11,2008-01-31
Connecticut,0,2008-01-31
Delaware,0,2008-01-31
District of Columbia,23,2008-01-31
Florida,36,2008-01-31
Georgia,20,2008-01-31
Hawaii,0,2008-01-31
Idaho,0,2008-01-31
Illinois,6,2008-01-31
Indiana,0,2008-01-31
Iowa,0,2008-01-31
Kansas,0,2008-01-31
Kentucky,0,2008-01-31
Louisiana,0,2008-01-31
Maine,60,2008-01-31
Maryland,13,2008-01-31
Massachusetts,0,2008-01-31
Michigan,0,2008-01-31
Minnesota,35,2008-01-31
Mississippi,55,2008-01-31
Missouri,22,2008-01-31
Montana,100,2008-01-31
Nebraska,0,2008-01-31
Nevada,37,2008-01-31
New Hampshire,59,2008-01-31
New Jersey,6,2008-01-31
New Mexico,0,2008-01-31
New York,28,2008-01-31
North Carolina,18,2008-01-31
North Dakota,0,2008-01-31
Ohio,7,2008-01-31
Oklahoma,31,2008-01-31
Oregon,68,2008-01-31
Pennsylvania,0,2008-01-31
Rhode Island,57,2008-01-31
South Carolina,0,2008-01-31
South Dakota,0,2008-01-31
Tennessee,18,2008-01-31
Texas,13,2008-01-31
Utah,0,2008-01-31
Vermont,0,2008-01-31
Virginia,0,2008-01-31
Washington,17,2008-01-31
West Virginia,0,2008-01-31
Wisconsin,0,2008-01-31
Wyoming,0,2008-01-31
Alabama,0,2008-02-29
Alaska,0,2008-02-29
Arizona,8,2008-02-29
Arkansas,0,2008-02-29
California,3,2008-02-29
Colorado,11,2008-02-29
Connecticut,11,2008-02-29
Delaware,0,2008-02-29
District of Columbia,4,2008-02-29
Florida,1,2008-02-29
Georgia,7,2008-02-29
Hawaii,0,2008-02-29
Idaho,0,2008-02-29
Illinois,0,2008-02-29
Indiana,0,2008-02-29
Iowa,0,2008-02-29
Kansas,0,2008-02-29
Kentucky,0,2008-02-29
Louisiana,0,2008-02-29
Maine,0,2008-02-29
Maryland,4,2008-02-29
Massachusetts,12,2008-02-29
Michigan,3,2008-02-29
Minnesota,4,2008-02-29
Mississippi,0,2008-02-29
Missouri,0,2008-02-29
Montana,100,2008-02-29
Nebraska,0,2008-02-29
Nevada,0,2008-02-29
New Hampshire,0,2008-02-29
New Jersey,4,2008-02-29
New Mexico,0,2008-02-29
New York,8,2008-02-29
North Carolina,6,2008-02-29
North Dakota,0,2008-02-29
Ohio,0,2008-02-29
Oklahoma,0,2008-02-29
Oregon,6,2008-02-29
Pennsylvania,0,2008-02-29
Rhode Island,18,2008-02-29
South Carolina,0,2008-02-29
South Dakota,0,2008-02-29
Tennessee,0,2008-02-29
Texas,5,2008-02-29
Utah,0,2008-02-29
Vermont,0,2008-02-29
Virginia,5,2008-02-29
Washington,5,2008-02-29
West Virginia,0,2008-02-29
Wisconsin,0,2008-02-29
Wyoming,0,2008-02-29
Alabama,0,2008-03-31
Alaska,0,2008-03-31
