geoName,Apartment,year
Mississippi,41,2017-07-31
Missouri,60,2017-07-31
Montana,33,2017-07-31
Nebraska,49,2017-07-31
Nevada,79,2017-07-31
New Hampshire,47,2017-07-31
New Jersey,77,2017-07-31
New Mexico,54,2017-07-31
New York,90,2017-07-31
North Carolina,75,2017-07-31
North Dakota,44,2017-07-31
Ohio,55,2017-07-31
Oklahoma,51,2017-07-31
Oregon,53,2017-07-31
Pennsylvania,63,2017-07-31
Rhode Island,98,2017-07-31
South Carolina,58,2017-07-31
South Dakota,53,2017-07-31
Tennessee,57,2017-07-31
Texas,100,2017-07-31
Utah,58,2017-07-31
Vermont,21,2017-07-31
Virginia,90,2017-07-31
Washington,83,2017-07-31
West Virginia,29,2017-07-31
Wisconsin,41,2017-07-31
Wyoming,50,2017-07-31
Alabama,48,2017-08-31
Alaska,32,2017-08-31
Arizona,62,2017-08-31
Arkansas,33,2017-08-31
California,69,2017-08-31
Colorado,40,2017-08-31
Connecticut,69,2017-08-31
Delaware,81,2017-08-31
District of Columbia,78,2017-08-31
Florida,73,2017-08-31
Georgia,76,2017-08-31
Hawaii,32,2017-08-31
Idaho,13,2017-08-31
Illinois,58,2017-08-31
Indiana,48,2017-08-31
Iowa,31,2017-08-31
Kansas,43,2017-08-31
Kentucky,37,2017-08-31
Louisiana,53,2017-08-31
Maine,57,2017-08-31
Maryland,78,2017-08-31
Massachusetts,67,2017-08-31
Michigan,50,2017-08-31
Minnesota,47,2017-08-31
Mississippi,54,2017-08-31
Missouri,52,2017-08-31
Montana,27,2017-08-31
Nebraska,31,2017-08-31
Nevada,100,2017-08-31
New Hampshire,53,2017-08-31
New Jersey,67,2017-08-31
New Mexico,19,2017-08-31
New York,80,2017-08-31
North Carolina,52,2017-08-31
North Dakota,29,2017-08-31
Ohio,41,2017-08-31
Oklahoma,36,2017-08-31
Oregon,49,2017-08-31
Pennsylvania,47,2017-08-31
Rhode Island,53,2017-08-31
South Carolina,57,2017-08-31
South Dakota,33,2017-08-31
Tennessee,46,2017-08-31
Texas,94,2017-08-31
Utah,38,2017-08-31
Vermont,45,2017-08-31
Virginia,53,2017-08-31
Washington,69,2017-08-31
West Virginia,24,2017-08-31
Wisconsin,36,2017-08-31
Wyoming,16,2017-08-31
Alabama,66,2017-09-30
Alaska,29,2017-09-30
Arizona,70,2017-09-30
Arkansas,28,2017-09-30
California,73,2017-09-30
Colorado,60,2017-09-30
Connecticut,59,2017-09-30
Delaware,100,2017-09-30
District of Columbia,91,2017-09-30
Florida,84,2017-09-30
Georgia,82,2017-09-30
Hawaii,47,2017-09-30
Idaho,53,2017-09-30
Illinois,64,2017-09-30
Indiana,51,2017-09-30
Iowa,41,2017-09-30
Kansas,41,2017-09-30
Kentucky,54,2017-09-30
Louisiana,55,2017-09-30
Maine,52,2017-09-30
Maryland,98,2017-09-30
Massachusetts,82,2017-09-30
Michigan,54,2017-09-30
Minnesota,64,2017-09-30
Mississippi,45,2017-09-30
Missouri,43,2017-09-30
Montana,27,2017-09-30
Nebraska,36,2017-09-30
Nevada,72,2017-09-30
New Hampshire,50,2017-09-30
New Jersey,67,2017-09-30
New Mexico,56,2017-09-30
New York,84,2017-09-30
North Carolina,66,2017-09-30
North Dakota,52,2017-09-30
Ohio,48,2017-09-30
Oklahoma,30,2017-09-30
Oregon,75,2017-09-30
Pennsylvania,65,2017-09-30
Rhode Island,64,2017-09-30
South Carolina,59,2017-09-30
South Dakota,50,2017-09-30
Tennessee,58,2017-09-30
Texas,90,2017-09-30
Utah,51,2017-09-30
Vermont,21,2017-09-30
Virginia,81,2017-09-30
Washington,74,2017-09-30
West Virginia,38,2017-09-30
Wisconsin,51,2017-09-30
Wyoming,37,2017-09-30
Alabama,40,2017-10-31
Alaska,53,2017-10-31
Arizona,59,2017-10-31
Arkansas,36,2017-10-31
California,55,2017-10-31
Colorado,39,2017-10-31
Connecticut,60,2017-10-31
Delaware,49,2017-10-31
District of Columbia,100,2017-10-31
Florida,68,2017-10-31
Georgia,66,2017-10-31
Hawaii,30,2017-10-31
Idaho,16,2017-10-31
Illinois,51,2017-10-31
Indiana,40,2017-10-31
Iowa,40,2017-10-31
Kansas,35,2017-10-31
Kentucky,29,2017-10-31
Louisiana,47,2017-10-31
Maine,24,2017-10-31
Maryland,67,2017-10-31
Massachusetts,65,2017-10-31
Michigan,41,2017-10-31
Minnesota,47,2017-10-31
Mississippi,46,2017-10-31
Missouri,40,2017-10-31
Montana,24,2017-10-31
Nebraska,30,2017-10-31
Nevada,50,2017-10-31
New Hampshire,25,2017-10-31
New Jersey,53,2017-10-31
New Mexico,48,2017-10-31
New York,66,2017-10-31
North Carolina,49,2017-10-31
North Dakota,35,2017-10-31
Ohio,44,2017-10-31
Oklahoma,39,2017-10-31
Oregon,62,2017-10-31
Pennsylvania,44,2017-10-31
Rhode Island,37,2017-10-31
South Carolina,37,2017-10-31
South Dakota,29,2017-10-31
Tennessee,39,2017-10-31
Texas,64,2017-10-31
Utah,37,2017-10-31
Vermont,17,2017-10-31
Virginia,50,2017-10-31
Washington,48,2017-10-31
West Virginia,37,2017-10-31
Wisconsin,36,2017-10-31
Wyoming,7,2017-10-31
Alabama,54,2017-11-30
Alaska,21,2017-11-30
Arizona,47,2017-11-30
Arkansas,26,2017-11-30
California,43,2017-11-30
Colorado,33,2017-11-30
Connecticut,56,2017-11-30
Delaware,34,2017-11-30
District of Columbia,100,2017-11-30
Florida,53,2017-11-30
Georgia,60,2017-11-30
Hawaii,23,2017-11-30
Idaho,28,2017-11-30
Illinois,37,2017-11-30
Indiana,37,2017-11-30
Iowa,25,2017-11-30
Kansas,37,2017-11-30
Kentucky,26,2017-11-30
Louisiana,47,2017-11-30
Maine,27,2017-11-30
Maryland,57,2017-11-30
Massachusetts,52,2017-11-30
Michigan,29,2017-11-30
Minnesota,39,2017-11-30
Mississippi,40,2017-11-30
Missouri,39,2017-11-30
Montana,11,2017-11-30
Nebraska,18,2017-11-30
Nevada,56,2017-11-30
New Hampshire,27,2017-11-30
New Jersey,50,2017-11-30
New Mexico,40,2017-11-30
New York,55,2017-11-30
North Carolina,34,2017-11-30
North Dakota,33,2017-11-30
Ohio,33,2017-11-30
Oklahoma,28,2017-11-30
Oregon,53,2017-11-30
Pennsylvania,35,2017-11-30
Rhode Island,27,2017-11-30
South Carolina,34,2017-11-30
South Dakota,22,2017-11-30
Tennessee,28,2017-11-30
Texas,60,2017-11-30
Utah,34,2017-11-30
Vermont,15,2017-11-30
Virginia,61,2017-11-30
Washington,43,2017-11-30
West Virginia,15,2017-11-30
Wisconsin,27,2017-11-30
Wyoming,14,2017-11-30
Alabama,51,2017-12-31
Alaska,9,2017-12-31
Arizona,47,2017-12-31
Arkansas,32,2017-12-31
California,49,2017-12-31
Colorado,34,2017-12-31
Connecticut,50,2017-12-31
Delaware,27,2017-12-31
District of Columbia,100,2017-12-31
Florida,61,2017-12-31
Georgia,59,2017-12-31
Hawaii,22,2017-12-31
Idaho,23,2017-12-31
Illinois,47,2017-12-31
Indiana,43,2017-12-31
Iowa,24,2017-12-31
Kansas,41,2017-12-31
Kentucky,33,2017-12-31
Louisiana,42,2017-12-31
Maine,31,2017-12-31
Maryland,50,2017-12-31
Massachusetts,57,2017-12-31
Michigan,38,2017-12-31
Minnesota,35,2017-12-31
Mississippi,30,2017-12-31
Missouri,33,2017-12-31
Montana,12,2017-12-31
Nebraska,30,2017-12-31
Nevada,54,2017-12-31
New Hampshire,42,2017-12-31
New Jersey,50,2017-12-31
New Mexico,34,2017-12-31
New York,64,2017-12-31
North Carolina,52,2017-12-31
North Dakota,31,2017-12-31
Ohio,37,2017-12-31
Oklahoma,33,2017-12-31
Oregon,41,2017-12-31
Pennsylvania,48,2017-12-31
Rhode Island,67,2017-12-31
South Carolina,51,2017-12-31
South Dakota,19,2017-12-31
Tennessee,37,2017-12-31
Texas,61,2017-12-31
Utah,30,2017-12-31
Vermont,37,2017-12-31
Virginia,55,2017-12-31
Washington,47,2017-12-31
West Virginia,28,2017-12-31
Wisconsin,31,2017-12-31
Wyoming,29,2017-12-31
Alabama,73,2018-01-31
Alaska,50,2018-01-31
Arizona,69,2018-01-31
Arkansas,43,2018-01-31
California,72,2018-01-31
Colorado,58,2018-01-31
Connecticut,58,2018-01-31
Delaware,77,2018-01-31
District of Columbia,100,2018-01-31
Florida,85,2018-01-31
Georgia,77,2018-01-31
Hawaii,38,2018-01-31
Idaho,47,2018-01-31
Illinois,64,2018-01-31
Indiana,53,2018-01-31
Iowa,45,2018-01-31
Kansas,50,2018-01-31
Kentucky,39,2018-01-31
Louisiana,83,2018-01-31
Maine,36,2018-01-31
Maryland,76,2018-01-31
Massachusetts,89,2018-01-31
Michigan,50,2018-01-31
Minnesota,56,2018-01-31
Mississippi,31,2018-01-31
Missouri,51,2018-01-31
Montana,14,2018-01-31
Nebraska,36,2018-01-31
Nevada,86,2018-01-31
New Hampshire,39,2018-01-31
New Jersey,71,2018-01-31
New Mexico,37,2018-01-31
New York,89,2018-01-31
North Carolina,69,2018-01-31
North Dakota,90,2018-01-31
Ohio,47,2018-01-31
Oklahoma,59,2018-01-31
Oregon,63,2018-01-31
Pennsylvania,59,2018-01-31
Rhode Island,67,2018-01-31
South Carolina,61,2018-01-31
South Dakota,58,2018-01-31
Tennessee,49,2018-01-31
Texas,85,2018-01-31
Utah,41,2018-01-31
Vermont,32,2018-01-31
Virginia,69,2018-01-31
Washington,58,2018-01-31
West Virginia,40,2018-01-31
Wisconsin,51,2018-01-31
Wyoming,27,2018-01-31
Alabama,42,2018-02-28
Alaska,49,2018-02-28
Arizona,51,2018-02-28
Arkansas,36,2018-02-28
California,51,2018-02-28
Colorado,38,2018-02-28
Connecticut,52,2018-02-28
Delaware,58,2018-02-28
District of Columbia,100,2018-02-28
Florida,59,2018-02-28
Georgia,72,2018-02-28
Hawaii,22,2018-02-28
Idaho,24,2018-02-28
Illinois,54,2018-02-28
Indiana,35,2018-02-28
Iowa,28,2018-02-28
Kansas,30,2018-02-28
Kentucky,34,2018-02-28
Louisiana,37,2018-02-28
Maine,35,2018-02-28
Maryland,68,2018-02-28
Massachusetts,61,2018-02-28
Michigan,39,2018-02-28
Minnesota,41,2018-02-28
Mississippi,27,2018-02-28
Missouri,37,2018-02-28
Montana,31,2018-02-28
Nebraska,40,2018-02-28
Nevada,62,2018-02-28
New Hampshire,33,2018-02-28
New Jersey,55,2018-02-28
New Mexico,21,2018-02-28
New York,65,2018-02-28
North Carolina,48,2018-02-28
North Dakota,46,2018-02-28
Ohio,34,2018-02-28
Oklahoma,51,2018-02-28
Oregon,62,2018-02-28
Pennsylvania,46,2018-02-28
Rhode Island,57,2018-02-28
South Carolina,51,2018-02-28
South Dakota,23,2018-02-28
Tennessee,39,2018-02-28
Texas,54,2018-02-28
Utah,25,2018-02-28
Vermont,43,2018-02-28
Virginia,48,2018-02-28
Washington,48,2018-02-28
West Virginia,14,2018-02-28
Wisconsin,37,2018-02-28
Wyoming,23,2018-02-28
Alabama,60,2018-03-31
Alaska,36,2018-03-31
Arizona,74,2018-03-31
Arkansas,33,2018-03-31
California,71,2018-03-31
Colorado,45,2018-03-31
Connecticut,72,2018-03-31
Delaware,71,2018-03-31
District of Columbia,100,2018-03-31
Florida,79,2018-03-31
Georgia,76,2018-03-31
Hawaii,23,2018-03-31
Idaho,34,2018-03-31
Illinois,72,2018-03-31
Indiana,44,2018-03-31
Iowa,40,2018-03-31
Kansas,47,2018-03-31
Kentucky,38,2018-03-31
Louisiana,54,2018-03-31
Maine,62,2018-03-31
Maryland,73,2018-03-31
Massachusetts,93,2018-03-31
Michigan,46,2018-03-31
Minnesota,57,2018-03-31
Mississippi,53,2018-03-31
Missouri,51,2018-03-31
Montana,29,2018-03-31
Nebraska,44,2018-03-31
Nevada,61,2018-03-31
New Hampshire,64,2018-03-31
New Jersey,79,2018-03-31
New Mexico,43,2018-03-31
New York,94,2018-03-31
North Carolina,71,2018-03-31
North Dakota,46,2018-03-31
Ohio,48,2018-03-31
Oklahoma,36,2018-03-31
Oregon,59,2018-03-31
Pennsylvania,65,2018-03-31
Rhode Island,75,2018-03-31
South Carolina,67,2018-03-31
South Dakota,41,2018-03-31
Tennessee,58,2018-03-31
Texas,77,2018-03-31
Utah,48,2018-03-31
Vermont,29,2018-03-31
Virginia,64,2018-03-31
Washington,54,2018-03-31
West Virginia,33,2018-03-31
Wisconsin,44,2018-03-31
Wyoming,64,2018-03-31
Alabama,73,2018-04-30
Alaska,37,2018-04-30
Arizona,69,2018-04-30
Arkansas,35,2018-04-30
California,64,2018-04-30
Colorado,57,2018-04-30
Connecticut,60,2018-04-30
Delaware,77,2018-04-30
District of Columbia,91,2018-04-30
Florida,82,2018-04-30
Georgia,79,2018-04-30
Hawaii,46,2018-04-30
Idaho,20,2018-04-30
Illinois,71,2018-04-30
Indiana,69,2018-04-30
Iowa,45,2018-04-30
Kansas,50,2018-04-30
Kentucky,37,2018-04-30
Louisiana,62,2018-04-30
Maine,42,2018-04-30
Maryland,89,2018-04-30
Massachusetts,88,2018-04-30
Michigan,51,2018-04-30
Minnesota,52,2018-04-30
Mississippi,51,2018-04-30
Missouri,57,2018-04-30
Montana,39,2018-04-30
Nebraska,43,2018-04-30
Nevada,57,2018-04-30
New Hampshire,100,2018-04-30
New Jersey,69,2018-04-30
New Mexico,53,2018-04-30
New York,84,2018-04-30
North Carolina,69,2018-04-30
North Dakota,73,2018-04-30
Ohio,42,2018-04-30
Oklahoma,49,2018-04-30
Oregon,66,2018-04-30
Pennsylvania,62,2018-04-30
Rhode Island,72,2018-04-30
South Carolina,56,2018-04-30
South Dakota,44,2018-04-30
Tennessee,55,2018-04-30
Texas,86,2018-04-30
Utah,47,2018-04-30
Vermont,60,2018-04-30
Virginia,66,2018-04-30
Washington,64,2018-04-30
West Virginia,37,2018-04-30
Wisconsin,41,2018-04-30
Wyoming,40,2018-04-30
Alabama,70,2018-05-31
Alaska,27,2018-05-31
Arizona,69,2018-05-31
Arkansas,45,2018-05-31
California,76,2018-05-31
Colorado,64,2018-05-31
Connecticut,60,2018-05-31
Delaware,80,2018-05-31
District of Columbia,100,2018-05-31
Florida,94,2018-05-31
Georgia,95,2018-05-31
Hawaii,49,2018-05-31
Idaho,46,2018-05-31
Illinois,73,2018-05-31
Indiana,64,2018-05-31
Iowa,49,2018-05-31
Kansas,49,2018-05-31
Kentucky,42,2018-05-31
Louisiana,65,2018-05-31
Maine,54,2018-05-31
Maryland,83,2018-05-31
Massachusetts,96,2018-05-31
Michigan,57,2018-05-31
Minnesota,78,2018-05-31
Mississippi,51,2018-05-31
Missouri,55,2018-05-31
Montana,24,2018-05-31
Nebraska,29,2018-05-31
Nevada,81,2018-05-31
New Hampshire,65,2018-05-31
New Jersey,88,2018-05-31
New Mexico,60,2018-05-31
New York,100,2018-05-31
North Carolina,73,2018-05-31
North Dakota,78,2018-05-31
Ohio,53,2018-05-31
Oklahoma,57,2018-05-31
Oregon,74,2018-05-31
Pennsylvania,74,2018-05-31
Rhode Island,65,2018-05-31
South Carolina,86,2018-05-31
South Dakota,44,2018-05-31
Tennessee,46,2018-05-31
Texas,95,2018-05-31
Utah,51,2018-05-31
Vermont,21,2018-05-31
Virginia,68,2018-05-31
Washington,61,2018-05-31
West Virginia,43,2018-05-31
Wisconsin,47,2018-05-31
Wyoming,9,2018-05-31
Alabama,74,2018-06-30
Alaska,35,2018-06-30
Arizona,70,2018-06-30
Arkansas,40,2018-06-30
California,69,2018-06-30
Colorado,62,2018-06-30
Connecticut,70,2018-06-30
Delaware,49,2018-06-30
District of Columbia,100,2018-06-30
Florida,86,2018-06-30
Georgia,86,2018-06-30
Hawaii,34,2018-06-30
Idaho,37,2018-06-30
Illinois,71,2018-06-30
Indiana,59,2018-06-30
Iowa,47,2018-06-30
Kansas,62,2018-06-30
Kentucky,45,2018-06-30
Louisiana,65,2018-06-30
Maine,53,2018-06-30
Maryland,81,2018-06-30
Massachusetts,79,2018-06-30
Michigan,58,2018-06-30
Minnesota,59,2018-06-30
Mississippi,53,2018-06-30
Missouri,61,2018-06-30
Montana,29,2018-06-30
Nebraska,36,2018-06-30
Nevada,69,2018-06-30
New Hampshire,59,2018-06-30
New Jersey,83,2018-06-30
New Mexico,47,2018-06-30
New York,91,2018-06-30
North Carolina,62,2018-06-30
North Dakota,46,2018-06-30
Ohio,51,2018-06-30
Oklahoma,63,2018-06-30
Oregon,66,2018-06-30
Pennsylvania,54,2018-06-30
Rhode Island,58,2018-06-30
South Carolina,45,2018-06-30
South Dakota,16,2018-06-30
Tennessee,56,2018-06-30
Texas,89,2018-06-30
Utah,60,2018-06-30
Vermont,31,2018-06-30
Virginia,65,2018-06-30
Washington,65,2018-06-30
West Virginia,37,2018-06-30
Wisconsin,52,2018-06-30
Wyoming,8,2018-06-30
Alabama,59,2018-07-31
Alaska,48,2018-07-31
Arizona,67,2018-07-31
Arkansas,48,2018-07-31
California,67,2018-07-31
Colorado,48,2018-07-31
Connecticut,64,2018-07-31
Delaware,32,2018-07-31
District of Columbia,100,2018-07-31
Florida,69,2018-07-31
Georgia,75,2018-07-31
Hawaii,44,2018-07-31
Idaho,25,2018-07-31
Illinois,68,2018-07-31
Indiana,48,2018-07-31
Iowa,30,2018-07-31
Kansas,41,2018-07-31
Kentucky,45,2018-07-31
Louisiana,48,2018-07-31
Maine,67,2018-07-31
Maryland,84,2018-07-31
Massachusetts,75,2018-07-31
Michigan,50,2018-07-31
Minnesota,54,2018-07-31
Mississippi,55,2018-07-31
Missouri,38,2018-07-31
Montana,23,2018-07-31
Nebraska,30,2018-07-31
Nevada,75,2018-07-31
New Hampshire,59,2018-07-31
New Jersey,65,2018-07-31
New Mexico,52,2018-07-31
New York,82,2018-07-31
North Carolina,54,2018-07-31
North Dakota,51,2018-07-31
Ohio,39,2018-07-31
Oklahoma,36,2018-07-31
Oregon,29,2018-07-31
Pennsylvania,58,2018-07-31
Rhode Island,59,2018-07-31
South Carolina,61,2018-07-31
South Dakota,24,2018-07-31
Tennessee,38,2018-07-31
Texas,77,2018-07-31
Utah,37,2018-07-31
Vermont,44,2018-07-31
Virginia,62,2018-07-31
Washington,58,2018-07-31
West Virginia,29,2018-07-31
Wisconsin,41,2018-07-31
Wyoming,28,2018-07-31
Alabama,42,2018-08-31
Alaska,40,2018-08-31
Arizona,54,2018-08-31
Arkansas,31,2018-08-31
California,52,2018-08-31
Colorado,38,2018-08-31
Connecticut,63,2018-08-31
Delaware,45,2018-08-31
District of Columbia,100,2018-08-31
Florida,62,2018-08-31
Georgia,49,2018-08-31
Hawaii,27,2018-08-31
Idaho,23,2018-08-31
Illinois,52,2018-08-31
Indiana,32,2018-08-31
Iowa,29,2018-08-31
Kansas,42,2018-08-31
Kentucky,32,2018-08-31
Louisiana,52,2018-08-31
Maine,48,2018-08-31
Maryland,68,2018-08-31
Massachusetts,62,2018-08-31
Michigan,42,2018-08-31
Minnesota,44,2018-08-31
Mississippi,39,2018-08-31
Missouri,55,2018-08-31
Montana,8,2018-08-31
Nebraska,34,2018-08-31
Nevada,63,2018-08-31
New Hampshire,38,2018-08-31
New Jersey,64,2018-08-31
New Mexico,40,2018-08-31
New York,70,2018-08-31
North Carolina,51,2018-08-31
North Dakota,75,2018-08-31
Ohio,35,2018-08-31
Oklahoma,50,2018-08-31
Oregon,37,2018-08-31
Pennsylvania,42,2018-08-31
Rhode Island,53,2018-08-31
South Carolina,46,2018-08-31
South Dakota,14,2018-08-31
Tennessee,44,2018-08-31
Texas,67,2018-08-31
Utah,24,2018-08-31
Vermont,43,2018-08-31
Virginia,46,2018-08-31
Washington,49,2018-08-31
West Virginia,15,2018-08-31
Wisconsin,38,2018-08-31
Wyoming,28,2018-08-31
Alabama,62,2018-09-30
Alaska,36,2018-09-30
Arizona,59,2018-09-30
Arkansas,36,2018-09-30
California,56,2018-09-30
Colorado,41,2018-09-30
Connecticut,50,2018-09-30
Delaware,71,2018-09-30
District of Columbia,100,2018-09-30
Florida,69,2018-09-30
Georgia,68,2018-09-30
Hawaii,19,2018-09-30
Idaho,27,2018-09-30
Illinois,53,2018-09-30
Indiana,50,2018-09-30
Iowa,38,2018-09-30
Kansas,42,2018-09-30
Kentucky,40,2018-09-30
Louisiana,50,2018-09-30
Maine,31,2018-09-30
Maryland,70,2018-09-30
Massachusetts,65,2018-09-30
Michigan,41,2018-09-30
Minnesota,49,2018-09-30
Mississippi,39,2018-09-30
Missouri,51,2018-09-30
Montana,17,2018-09-30
Nebraska,27,2018-09-30
Nevada,60,2018-09-30
New Hampshire,54,2018-09-30
New Jersey,67,2018-09-30
New Mexico,56,2018-09-30
New York,84,2018-09-30
North Carolina,56,2018-09-30
North Dakota,22,2018-09-30
Ohio,40,2018-09-30
Oklahoma,46,2018-09-30
Oregon,37,2018-09-30
Pennsylvania,49,2018-09-30
Rhode Island,59,2018-09-30
South Carolina,43,2018-09-30
South Dakota,32,2018-09-30
Tennessee,37,2018-09-30
Texas,74,2018-09-30
Utah,36,2018-09-30
Vermont,12,2018-09-30
Virginia,55,2018-09-30
Washington,60,2018-09-30
West Virginia,31,2018-09-30
Wisconsin,31,2018-09-30
Wyoming,31,2018-09-30
Alabama,80,2018-10-31
Alaska,36,2018-10-31
Arizona,62,2018-10-31
Arkansas,51,2018-10-31
California,61,2018-10-31
Colorado,49,2018-10-31
Connecticut,74,2018-10-31
Delaware,68,2018-10-31
District of Columbia,100,2018-10-31
Florida,74,2018-10-31
Georgia,75,2018-10-31
Hawaii,44,2018-10-31
Idaho,12,2018-10-31
Illinois,63,2018-10-31
Indiana,51,2018-10-31
Iowa,38,2018-10-31
Kansas,45,2018-10-31
Kentucky,44,2018-10-31
Louisiana,55,2018-10-31
Maine,35,2018-10-31
Maryland,81,2018-10-31
Massachusetts,79,2018-10-31
Michigan,42,2018-10-31
Minnesota,63,2018-10-31
Mississippi,41,2018-10-31
Missouri,42,2018-10-31
Montana,11,2018-10-31
Nebraska,47,2018-10-31
Nevada,82,2018-10-31
New Hampshire,53,2018-10-31
New Jersey,77,2018-10-31
New Mexico,57,2018-10-31
New York,86,2018-10-31
North Carolina,65,2018-10-31
North Dakota,68,2018-10-31
Ohio,59,2018-10-31
Oklahoma,45,2018-10-31
Oregon,37,2018-10-31
Pennsylvania,67,2018-10-31
Rhode Island,58,2018-10-31
South Carolina,57,2018-10-31
South Dakota,46,2018-10-31
Tennessee,54,2018-10-31
Texas,88,2018-10-31
Utah,42,2018-10-31
Vermont,30,2018-10-31
Virginia,54,2018-10-31
Washington,60,2018-10-31
West Virginia,34,2018-10-31
Wisconsin,52,2018-10-31
Wyoming,49,2018-10-31
Alabama,56,2018-11-30
Alaska,55,2018-11-30
Arizona,73,2018-11-30
Arkansas,46,2018-11-30
California,71,2018-11-30
Colorado,57,2018-11-30
Connecticut,82,2018-11-30
Delaware,84,2018-11-30
District of Columbia,88,2018-11-30
Florida,85,2018-11-30
Georgia,84,2018-11-30
Hawaii,27,2018-11-30
Idaho,35,2018-11-30
Illinois,64,2018-11-30
Indiana,64,2018-11-30
Iowa,35,2018-11-30
Kansas,60,2018-11-30
Kentucky,44,2018-11-30
Louisiana,63,2018-11-30
Maine,42,2018-11-30
Maryland,91,2018-11-30
Massachusetts,100,2018-11-30
Michigan,50,2018-11-30
Minnesota,58,2018-11-30
Mississippi,58,2018-11-30
Missouri,62,2018-11-30
Montana,31,2018-11-30
Nebraska,44,2018-11-30
Nevada,69,2018-11-30
New Hampshire,46,2018-11-30
New Jersey,72,2018-11-30
New Mexico,45,2018-11-30
New York,99,2018-11-30
North Carolina,63,2018-11-30
North Dakota,48,2018-11-30
Ohio,47,2018-11-30
Oklahoma,60,2018-11-30
Oregon,41,2018-11-30
Pennsylvania,76,2018-11-30
Rhode Island,43,2018-11-30
South Carolina,81,2018-11-30
South Dakota,38,2018-11-30
Tennessee,60,2018-11-30
Texas,96,2018-11-30
Utah,45,2018-11-30
Vermont,68,2018-11-30
Virginia,73,2018-11-30
Washington,73,2018-11-30
West Virginia,44,2018-11-30
Wisconsin,55,2018-11-30
Wyoming,34,2018-11-30
Alabama,59,2018-12-31
Alaska,51,2018-12-31
Arizona,61,2018-12-31
Arkansas,52,2018-12-31
California,68,2018-12-31
Colorado,51,2018-12-31
Connecticut,64,2018-12-31
Delaware,97,2018-12-31
District of Columbia,81,2018-12-31
Florida,70,2018-12-31
Georgia,85,2018-12-31
Hawaii,39,2018-12-31
Idaho,36,2018-12-31
Illinois,62,2018-12-31
Indiana,49,2018-12-31
Iowa,34,2018-12-31
Kansas,35,2018-12-31
Kentucky,40,2018-12-31
Louisiana,51,2018-12-31
Maine,51,2018-12-31
Maryland,74,2018-12-31
Massachusetts,72,2018-12-31
Michigan,51,2018-12-31
Minnesota,44,2018-12-31
Mississippi,34,2018-12-31
Missouri,41,2018-12-31
Montana,63,2018-12-31
Nebraska,23,2018-12-31
Nevada,63,2018-12-31
New Hampshire,39,2018-12-31
New Jersey,79,2018-12-31
New Mexico,43,2018-12-31
New York,83,2018-12-31
North Carolina,57,2018-12-31
North Dakota,53,2018-12-31
Ohio,48,2018-12-31
Oklahoma,46,2018-12-31
Oregon,39,2018-12-31
Pennsylvania,61,2018-12-31
Rhode Island,100,2018-12-31
South Carolina,51,2018-12-31
South Dakota,15,2018-12-31
Tennessee,58,2018-12-31
Texas,71,2018-12-31
Utah,46,2018-12-31
Vermont,52,2018-12-31
Virginia,53,2018-12-31
Washington,63,2018-12-31
West Virginia,16,2018-12-31
Wisconsin,37,2018-12-31
Wyoming,0,2018-12-31
Alabama,45,2019-01-31
Alaska,43,2019-01-31
Arizona,63,2019-01-31
Arkansas,40,2019-01-31
California,57,2019-01-31
Colorado,41,2019-01-31
Connecticut,56,2019-01-31
Delaware,59,2019-01-31
District of Columbia,100,2019-01-31
Florida,65,2019-01-31
Georgia,63,2019-01-31
Hawaii,28,2019-01-31
Idaho,20,2019-01-31
Illinois,54,2019-01-31
Indiana,40,2019-01-31
Iowa,33,2019-01-31
Kansas,35,2019-01-31
Kentucky,41,2019-01-31
Louisiana,45,2019-01-31
Maine,48,2019-01-31
Maryland,67,2019-01-31
Massachusetts,77,2019-01-31
Michigan,41,2019-01-31
Minnesota,37,2019-01-31
Mississippi,40,2019-01-31
Missouri,43,2019-01-31
Montana,28,2019-01-31
Nebraska,37,2019-01-31
Nevada,74,2019-01-31
New Hampshire,63,2019-01-31
New Jersey,61,2019-01-31
New Mexico,60,2019-01-31
New York,78,2019-01-31
North Carolina,53,2019-01-31
North Dakota,31,2019-01-31
Ohio,40,2019-01-31
Oklahoma,57,2019-01-31
Oregon,32,2019-01-31
Pennsylvania,56,2019-01-31
Rhode Island,55,2019-01-31
South Carolina,58,2019-01-31
South Dakota,10,2019-01-31
Tennessee,49,2019-01-31
Texas,60,2019-01-31
Utah,37,2019-01-31
Vermont,34,2019-01-31
Virginia,49,2019-01-31
Washington,51,2019-01-31
West Virginia,31,2019-01-31
Wisconsin,28,2019-01-31
Wyoming,29,2019-01-31
Alabama,57,2019-02-28
Alaska,45,2019-02-28
Arizona,78,2019-02-28
Arkansas,32,2019-02-28
California,65,2019-02-28
Colorado,50,2019-02-28
Connecticut,72,2019-02-28
Delaware,100,2019-02-28
District of Columbia,91,2019-02-28
Florida,72,2019-02-28
Georgia,85,2019-02-28
Hawaii,42,2019-02-28
Idaho,32,2019-02-28
Illinois,65,2019-02-28
Indiana,46,2019-02-28
Iowa,40,2019-02-28
Kansas,54,2019-02-28
Kentucky,37,2019-02-28
Louisiana,53,2019-02-28
Maine,46,2019-02-28
Maryland,74,2019-02-28
Massachusetts,87,2019-02-28
Michigan,47,2019-02-28
Minnesota,54,2019-02-28
Mississippi,42,2019-02-28
