geoName,Real Estate Listings,year
West Virginia,0,2016-10-31
Wisconsin,33,2016-10-31
Wyoming,100,2016-10-31
Alabama,0,2016-11-30
Alaska,0,2016-11-30
Arizona,26,2016-11-30
Arkansas,16,2016-11-30
California,13,2016-11-30
Colorado,28,2016-11-30
Connecticut,0,2016-11-30
Delaware,39,2016-11-30
District of Columbia,9,2016-11-30
Florida,3,2016-11-30
Georgia,8,2016-11-30
Hawaii,23,2016-11-30
Idaho,23,2016-11-30
Illinois,13,2016-11-30
Indiana,18,2016-11-30
Iowa,25,2016-11-30
Kansas,36,2016-11-30
Kentucky,29,2016-11-30
Louisiana,9,2016-11-30
Maine,56,2016-11-30
Maryland,5,2016-11-30
Massachusetts,23,2016-11-30
Michigan,26,2016-11-30
Minnesota,17,2016-11-30
Mississippi,17,2016-11-30
Missouri,6,2016-11-30
Montana,42,2016-11-30
Nebraska,0,2016-11-30
Nevada,0,2016-11-30
New Hampshire,25,2016-11-30
New Jersey,17,2016-11-30
New Mexico,0,2016-11-30
New York,21,2016-11-30
North Carolina,13,2016-11-30
North Dakota,0,2016-11-30
Ohio,16,2016-11-30
Oklahoma,11,2016-11-30
Oregon,57,2016-11-30
Pennsylvania,51,2016-11-30
Rhode Island,29,2016-11-30
South Carolina,24,2016-11-30
South Dakota,100,2016-11-30
Tennessee,5,2016-11-30
Texas,7,2016-11-30
Utah,22,2016-11-30
Vermont,0,2016-11-30
Virginia,21,2016-11-30
Washington,0,2016-11-30
West Virginia,0,2016-11-30
Wisconsin,13,2016-11-30
Wyoming,0,2016-11-30
Alabama,11,2016-12-31
Alaska,76,2016-12-31
Arizona,0,2016-12-31
Arkansas,83,2016-12-31
California,22,2016-12-31
Colorado,29,2016-12-31
Connecticut,11,2016-12-31
Delaware,52,2016-12-31
District of Columbia,40,2016-12-31
Florida,18,2016-12-31
Georgia,24,2016-12-31
Hawaii,31,2016-12-31
Idaho,30,2016-12-31
Illinois,34,2016-12-31
Indiana,23,2016-12-31
Iowa,0,2016-12-31
Kansas,79,2016-12-31
Kentucky,12,2016-12-31
Louisiana,0,2016-12-31
Maine,37,2016-12-31
Maryland,22,2016-12-31
Massachusetts,41,2016-12-31
Michigan,8,2016-12-31
Minnesota,46,2016-12-31
Mississippi,22,2016-12-31
Missouri,37,2016-12-31
Montana,0,2016-12-31
Nebraska,0,2016-12-31
Nevada,28,2016-12-31
New Hampshire,67,2016-12-31
New Jersey,44,2016-12-31
New Mexico,0,2016-12-31
New York,36,2016-12-31
North Carolina,16,2016-12-31
North Dakota,0,2016-12-31
Ohio,20,2016-12-31
Oklahoma,30,2016-12-31
Oregon,47,2016-12-31
Pennsylvania,56,2016-12-31
Rhode Island,37,2016-12-31
South Carolina,31,2016-12-31
South Dakota,67,2016-12-31
Tennessee,7,2016-12-31
Texas,15,2016-12-31
Utah,44,2016-12-31
Vermont,73,2016-12-31
Virginia,37,2016-12-31
Washington,43,2016-12-31
West Virginia,0,2016-12-31
Wisconsin,41,2016-12-31
Wyoming,100,2016-12-31
Alabama,46,2017-01-31
Alaska,0,2017-01-31
Arizona,14,2017-01-31
Arkansas,0,2017-01-31
California,16,2017-01-31
Colorado,29,2017-01-31
Connecticut,8,2017-01-31
Delaware,35,2017-01-31
District of Columbia,9,2017-01-31
Florida,15,2017-01-31
Georgia,15,2017-01-31
Hawaii,21,2017-01-31
Idaho,0,2017-01-31
Illinois,27,2017-01-31
Indiana,15,2017-01-31
Iowa,22,2017-01-31
Kansas,66,2017-01-31
Kentucky,17,2017-01-31
Louisiana,8,2017-01-31
Maine,0,2017-01-31
Maryland,14,2017-01-31
Massachusetts,16,2017-01-31
Michigan,17,2017-01-31
Minnesota,10,2017-01-31
Mississippi,30,2017-01-31
Missouri,30,2017-01-31
Montana,73,2017-01-31
Nebraska,30,2017-01-31
Nevada,0,2017-01-31
New Hampshire,23,2017-01-31
New Jersey,18,2017-01-31
New Mexico,19,2017-01-31
New York,26,2017-01-31
North Carolina,17,2017-01-31
North Dakota,0,2017-01-31
Ohio,14,2017-01-31
Oklahoma,10,2017-01-31
Oregon,38,2017-01-31
Pennsylvania,24,2017-01-31
Rhode Island,24,2017-01-31
South Carolina,14,2017-01-31
South Dakota,0,2017-01-31
Tennessee,0,2017-01-31
Texas,12,2017-01-31
Utah,20,2017-01-31
Vermont,100,2017-01-31
Virginia,16,2017-01-31
Washington,4,2017-01-31
West Virginia,0,2017-01-31
Wisconsin,33,2017-01-31
Wyoming,67,2017-01-31
Alabama,21,2017-02-28
Alaska,68,2017-02-28
Arizona,49,2017-02-28
Arkansas,38,2017-02-28
California,20,2017-02-28
Colorado,20,2017-02-28
Connecticut,62,2017-02-28
Delaware,0,2017-02-28
District of Columbia,13,2017-02-28
Florida,15,2017-02-28
Georgia,19,2017-02-28
Hawaii,58,2017-02-28
Idaho,0,2017-02-28
Illinois,35,2017-02-28
Indiana,28,2017-02-28
Iowa,0,2017-02-28
Kansas,60,2017-02-28
Kentucky,22,2017-02-28
Louisiana,11,2017-02-28
Maine,0,2017-02-28
Maryland,32,2017-02-28
Massachusetts,31,2017-02-28
Michigan,36,2017-02-28
Minnesota,28,2017-02-28
Mississippi,0,2017-02-28
Missouri,21,2017-02-28
Montana,100,2017-02-28
Nebraska,20,2017-02-28
Nevada,13,2017-02-28
New Hampshire,62,2017-02-28
New Jersey,48,2017-02-28
New Mexico,27,2017-02-28
New York,36,2017-02-28
North Carolina,22,2017-02-28
North Dakota,0,2017-02-28
Ohio,19,2017-02-28
Oklahoma,28,2017-02-28
Oregon,26,2017-02-28
Pennsylvania,32,2017-02-28
Rhode Island,65,2017-02-28
South Carolina,65,2017-02-28
South Dakota,61,2017-02-28
Tennessee,13,2017-02-28
Texas,19,2017-02-28
Utah,40,2017-02-28
Vermont,67,2017-02-28
Virginia,38,2017-02-28
Washington,35,2017-02-28
West Virginia,0,2017-02-28
Wisconsin,30,2017-02-28
Wyoming,0,2017-02-28
Alabama,42,2017-03-31
Alaska,0,2017-03-31
Arizona,5,2017-03-31
Arkansas,61,2017-03-31
California,18,2017-03-31
Colorado,41,2017-03-31
Connecticut,33,2017-03-31
Delaware,0,2017-03-31
District of Columbia,0,2017-03-31
Florida,15,2017-03-31
Georgia,16,2017-03-31
Hawaii,45,2017-03-31
Idaho,68,2017-03-31
Illinois,17,2017-03-31
Indiana,17,2017-03-31
Iowa,12,2017-03-31
Kansas,23,2017-03-31
Kentucky,9,2017-03-31
Louisiana,36,2017-03-31
Maine,28,2017-03-31
Maryland,5,2017-03-31
Massachusetts,18,2017-03-31
Michigan,7,2017-03-31
Minnesota,11,2017-03-31
Mississippi,0,2017-03-31
Missouri,22,2017-03-31
Montana,0,2017-03-31
Nebraska,0,2017-03-31
Nevada,21,2017-03-31
New Hampshire,25,2017-03-31
New Jersey,36,2017-03-31
New Mexico,21,2017-03-31
New York,19,2017-03-31
North Carolina,9,2017-03-31
North Dakota,100,2017-03-31
Ohio,21,2017-03-31
Oklahoma,33,2017-03-31
Oregon,35,2017-03-31
Pennsylvania,39,2017-03-31
Rhode Island,27,2017-03-31
South Carolina,23,2017-03-31
South Dakota,0,2017-03-31
Tennessee,26,2017-03-31
Texas,13,2017-03-31
Utah,11,2017-03-31
Vermont,56,2017-03-31
Virginia,41,2017-03-31
Washington,17,2017-03-31
West Virginia,0,2017-03-31
Wisconsin,25,2017-03-31
Wyoming,74,2017-03-31
Alabama,22,2017-04-30
Alaska,0,2017-04-30
Arizona,18,2017-04-30
Arkansas,14,2017-04-30
California,10,2017-04-30
Colorado,37,2017-04-30
Connecticut,15,2017-04-30
Delaware,0,2017-04-30
District of Columbia,41,2017-04-30
Florida,8,2017-04-30
Georgia,12,2017-04-30
Hawaii,0,2017-04-30
Idaho,42,2017-04-30
Illinois,4,2017-04-30
Indiana,20,2017-04-30
Iowa,33,2017-04-30
Kansas,11,2017-04-30
Kentucky,25,2017-04-30
Louisiana,8,2017-04-30
Maine,24,2017-04-30
Maryland,14,2017-04-30
Massachusetts,20,2017-04-30
Michigan,32,2017-04-30
Minnesota,30,2017-04-30
Mississippi,15,2017-04-30
Missouri,51,2017-04-30
Montana,0,2017-04-30
Nebraska,15,2017-04-30
Nevada,0,2017-04-30
New Hampshire,22,2017-04-30
New Jersey,25,2017-04-30
New Mexico,37,2017-04-30
New York,28,2017-04-30
North Carolina,16,2017-04-30
North Dakota,94,2017-04-30
Ohio,13,2017-04-30
Oklahoma,10,2017-04-30
Oregon,37,2017-04-30
Pennsylvania,26,2017-04-30
Rhode Island,24,2017-04-30
South Carolina,7,2017-04-30
South Dakota,0,2017-04-30
Tennessee,14,2017-04-30
Texas,12,2017-04-30
Utah,20,2017-04-30
Vermont,100,2017-04-30
Virginia,36,2017-04-30
Washington,29,2017-04-30
West Virginia,0,2017-04-30
Wisconsin,27,2017-04-30
Wyoming,64,2017-04-30
Alabama,25,2017-05-31
Alaska,0,2017-05-31
Arizona,5,2017-05-31
Arkansas,100,2017-05-31
California,12,2017-05-31
Colorado,11,2017-05-31
Connecticut,17,2017-05-31
Delaware,78,2017-05-31
District of Columbia,10,2017-05-31
Florida,12,2017-05-31
Georgia,14,2017-05-31
Hawaii,0,2017-05-31
Idaho,0,2017-05-31
Illinois,7,2017-05-31
Indiana,19,2017-05-31
Iowa,14,2017-05-31
Kansas,55,2017-05-31
Kentucky,0,2017-05-31
Louisiana,27,2017-05-31
Maine,56,2017-05-31
Maryland,0,2017-05-31
Massachusetts,19,2017-05-31
Michigan,23,2017-05-31
Minnesota,47,2017-05-31
Mississippi,0,2017-05-31
Missouri,12,2017-05-31
Montana,43,2017-05-31
Nebraska,17,2017-05-31
Nevada,31,2017-05-31
New Hampshire,0,2017-05-31
New Jersey,19,2017-05-31
New Mexico,0,2017-05-31
New York,12,2017-05-31
North Carolina,9,2017-05-31
North Dakota,0,2017-05-31
Ohio,19,2017-05-31
Oklahoma,47,2017-05-31
Oregon,21,2017-05-31
Pennsylvania,28,2017-05-31
Rhode Island,28,2017-05-31
South Carolina,8,2017-05-31
South Dakota,0,2017-05-31
Tennessee,5,2017-05-31
Texas,16,2017-05-31
Utah,0,2017-05-31
Vermont,61,2017-05-31
Virginia,11,2017-05-31
Washington,16,2017-05-31
West Virginia,59,2017-05-31
Wisconsin,19,2017-05-31
Wyoming,77,2017-05-31
Alabama,14,2017-06-30
Alaska,0,2017-06-30
Arizona,4,2017-06-30
Arkansas,13,2017-06-30
California,8,2017-06-30
Colorado,34,2017-06-30
Connecticut,36,2017-06-30
Delaware,60,2017-06-30
District of Columbia,26,2017-06-30
Florida,12,2017-06-30
Georgia,14,2017-06-30
Hawaii,0,2017-06-30
Idaho,0,2017-06-30
Illinois,18,2017-06-30
Indiana,0,2017-06-30
Iowa,22,2017-06-30
Kansas,0,2017-06-30
Kentucky,15,2017-06-30
Louisiana,0,2017-06-30
Maine,0,2017-06-30
Maryland,9,2017-06-30
Massachusetts,16,2017-06-30
Michigan,18,2017-06-30
Minnesota,19,2017-06-30
Mississippi,0,2017-06-30
Missouri,42,2017-06-30
Montana,100,2017-06-30
Nebraska,41,2017-06-30
Nevada,8,2017-06-30
New Hampshire,0,2017-06-30
New Jersey,11,2017-06-30
New Mexico,17,2017-06-30
New York,32,2017-06-30
North Carolina,10,2017-06-30
North Dakota,0,2017-06-30
Ohio,18,2017-06-30
Oklahoma,19,2017-06-30
Oregon,68,2017-06-30
Pennsylvania,40,2017-06-30
Rhode Island,0,2017-06-30
South Carolina,12,2017-06-30
South Dakota,42,2017-06-30
Tennessee,12,2017-06-30
Texas,9,2017-06-30
Utah,9,2017-06-30
Vermont,0,2017-06-30
Virginia,12,2017-06-30
Washington,16,2017-06-30
West Virginia,0,2017-06-30
Wisconsin,41,2017-06-30
Wyoming,57,2017-06-30
Alabama,18,2017-07-31
Alaska,0,2017-07-31
Arizona,10,2017-07-31
Arkansas,11,2017-07-31
California,11,2017-07-31
Colorado,7,2017-07-31
Connecticut,13,2017-07-31
Delaware,52,2017-07-31
District of Columbia,7,2017-07-31
Florida,15,2017-07-31
Georgia,6,2017-07-31
Hawaii,0,2017-07-31
Idaho,67,2017-07-31
Illinois,19,2017-07-31
Indiana,8,2017-07-31
Iowa,18,2017-07-31
Kansas,0,2017-07-31
Kentucky,20,2017-07-31
Louisiana,0,2017-07-31
Maine,19,2017-07-31
Maryland,12,2017-07-31
Massachusetts,31,2017-07-31
Michigan,14,2017-07-31
Minnesota,4,2017-07-31
Mississippi,0,2017-07-31
Missouri,28,2017-07-31
Montana,28,2017-07-31
Nebraska,0,2017-07-31
Nevada,7,2017-07-31
New Hampshire,0,2017-07-31
New Jersey,19,2017-07-31
New Mexico,0,2017-07-31
New York,11,2017-07-31
North Carolina,9,2017-07-31
North Dakota,0,2017-07-31
Ohio,9,2017-07-31
Oklahoma,8,2017-07-31
Oregon,34,2017-07-31
Pennsylvania,27,2017-07-31
Rhode Island,19,2017-07-31
South Carolina,5,2017-07-31
South Dakota,0,2017-07-31
Tennessee,11,2017-07-31
Texas,7,2017-07-31
Utah,48,2017-07-31
Vermont,85,2017-07-31
Virginia,15,2017-07-31
Washington,25,2017-07-31
West Virginia,0,2017-07-31
Wisconsin,18,2017-07-31
Wyoming,100,2017-07-31
Alabama,12,2017-08-31
Alaska,0,2017-08-31
Arizona,35,2017-08-31
Arkansas,0,2017-08-31
California,23,2017-08-31
Colorado,15,2017-08-31
Connecticut,12,2017-08-31
Delaware,0,2017-08-31
District of Columbia,58,2017-08-31
Florida,25,2017-08-31
Georgia,4,2017-08-31
Hawaii,34,2017-08-31
Idaho,33,2017-08-31
Illinois,13,2017-08-31
Indiana,32,2017-08-31
Iowa,18,2017-08-31
Kansas,43,2017-08-31
Kentucky,13,2017-08-31
Louisiana,26,2017-08-31
Maine,38,2017-08-31
Maryland,8,2017-08-31
Massachusetts,16,2017-08-31
Michigan,52,2017-08-31
Minnesota,33,2017-08-31
Mississippi,0,2017-08-31
Missouri,24,2017-08-31
Montana,58,2017-08-31
Nebraska,23,2017-08-31
Nevada,13,2017-08-31
New Hampshire,35,2017-08-31
New Jersey,14,2017-08-31
New Mexico,30,2017-08-31
New York,34,2017-08-31
North Carolina,21,2017-08-31
North Dakota,0,2017-08-31
Ohio,35,2017-08-31
Oklahoma,16,2017-08-31
Oregon,39,2017-08-31
Pennsylvania,50,2017-08-31
Rhode Island,0,2017-08-31
South Carolina,0,2017-08-31
South Dakota,0,2017-08-31
Tennessee,36,2017-08-31
Texas,18,2017-08-31
Utah,16,2017-08-31
Vermont,0,2017-08-31
Virginia,36,2017-08-31
Washington,18,2017-08-31
West Virginia,39,2017-08-31
Wisconsin,18,2017-08-31
Wyoming,100,2017-08-31
Alabama,0,2017-09-30
Alaska,46,2017-09-30
Arizona,16,2017-09-30
Arkansas,12,2017-09-30
California,13,2017-09-30
Colorado,17,2017-09-30
Connecticut,0,2017-09-30
Delaware,30,2017-09-30
District of Columbia,9,2017-09-30
Florida,16,2017-09-30
Georgia,0,2017-09-30
Hawaii,0,2017-09-30
Idaho,37,2017-09-30
Illinois,14,2017-09-30
Indiana,5,2017-09-30
Iowa,29,2017-09-30
Kansas,8,2017-09-30
Kentucky,22,2017-09-30
Louisiana,22,2017-09-30
Maine,0,2017-09-30
Maryland,9,2017-09-30
Massachusetts,25,2017-09-30
Michigan,24,2017-09-30
Minnesota,17,2017-09-30
Mississippi,13,2017-09-30
Missouri,14,2017-09-30
Montana,100,2017-09-30
Nebraska,40,2017-09-30
Nevada,0,2017-09-30
New Hampshire,0,2017-09-30
New Jersey,13,2017-09-30
New Mexico,17,2017-09-30
New York,32,2017-09-30
North Carolina,15,2017-09-30
North Dakota,41,2017-09-30
Ohio,12,2017-09-30
Oklahoma,9,2017-09-30
Oregon,43,2017-09-30
Pennsylvania,28,2017-09-30
Rhode Island,21,2017-09-30
South Carolina,6,2017-09-30
South Dakota,39,2017-09-30
Tennessee,8,2017-09-30
Texas,8,2017-09-30
Utah,9,2017-09-30
Vermont,45,2017-09-30
Virginia,14,2017-09-30
Washington,13,2017-09-30
West Virginia,0,2017-09-30
Wisconsin,20,2017-09-30
Wyoming,0,2017-09-30
Alabama,0,2017-10-31
Alaska,0,2017-10-31
Arizona,13,2017-10-31
Arkansas,60,2017-10-31
California,16,2017-10-31
Colorado,29,2017-10-31
Connecticut,34,2017-10-31
Delaware,51,2017-10-31
District of Columbia,0,2017-10-31
Florida,12,2017-10-31
Georgia,15,2017-10-31
Hawaii,33,2017-10-31
Idaho,31,2017-10-31
Illinois,15,2017-10-31
Indiana,8,2017-10-31
Iowa,16,2017-10-31
Kansas,0,2017-10-31
Kentucky,12,2017-10-31
Louisiana,0,2017-10-31
Maine,37,2017-10-31
Maryland,27,2017-10-31
Massachusetts,11,2017-10-31
Michigan,27,2017-10-31
Minnesota,15,2017-10-31
Mississippi,0,2017-10-31
Missouri,15,2017-10-31
Montana,0,2017-10-31
Nebraska,43,2017-10-31
Nevada,44,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,35,2017-10-31
New Mexico,53,2017-10-31
New York,26,2017-10-31
North Carolina,49,2017-10-31
North Dakota,0,2017-10-31
Ohio,34,2017-10-31
Oklahoma,14,2017-10-31
Oregon,18,2017-10-31
Pennsylvania,31,2017-10-31
Rhode Island,0,2017-10-31
South Carolina,10,2017-10-31
South Dakota,0,2017-10-31
Tennessee,7,2017-10-31
Texas,12,2017-10-31
Utah,15,2017-10-31
Vermont,0,2017-10-31
Virginia,18,2017-10-31
Washington,28,2017-10-31
West Virginia,36,2017-10-31
Wisconsin,8,2017-10-31
Wyoming,100,2017-10-31
Alabama,20,2017-11-30
Alaska,0,2017-11-30
Arizona,6,2017-11-30
Arkansas,18,2017-11-30
California,9,2017-11-30
Colorado,0,2017-11-30
Connecticut,20,2017-11-30
Delaware,45,2017-11-30
District of Columbia,0,2017-11-30
Florida,9,2017-11-30
Georgia,17,2017-11-30
Hawaii,31,2017-11-30
Idaho,86,2017-11-30
Illinois,6,2017-11-30
Indiana,7,2017-11-30
Iowa,30,2017-11-30
Kansas,0,2017-11-30
Kentucky,0,2017-11-30
Louisiana,0,2017-11-30
Maine,33,2017-11-30
Maryland,24,2017-11-30
Massachusetts,10,2017-11-30
Michigan,21,2017-11-30
Minnesota,14,2017-11-30
Mississippi,21,2017-11-30
Missouri,14,2017-11-30
Montana,100,2017-11-30
Nebraska,20,2017-11-30
Nevada,14,2017-11-30
New Hampshire,30,2017-11-30
New Jersey,12,2017-11-30
New Mexico,0,2017-11-30
New York,22,2017-11-30
North Carolina,19,2017-11-30
North Dakota,0,2017-11-30
Ohio,11,2017-11-30
Oklahoma,13,2017-11-30
Oregon,50,2017-11-30
Pennsylvania,25,2017-11-30
Rhode Island,0,2017-11-30
South Carolina,0,2017-11-30
South Dakota,0,2017-11-30
Tennessee,0,2017-11-30
Texas,11,2017-11-30
Utah,0,2017-11-30
Vermont,0,2017-11-30
Virginia,8,2017-11-30
Washington,10,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,7,2017-11-30
Wyoming,0,2017-11-30
Alabama,65,2017-12-31
Alaska,0,2017-12-31
Arizona,40,2017-12-31
Arkansas,59,2017-12-31
California,22,2017-12-31
Colorado,22,2017-12-31
Connecticut,51,2017-12-31
Delaware,77,2017-12-31
District of Columbia,0,2017-12-31
Florida,19,2017-12-31
Georgia,33,2017-12-31
Hawaii,51,2017-12-31
Idaho,94,2017-12-31
Illinois,32,2017-12-31
Indiana,0,2017-12-31
Iowa,0,2017-12-31
Kansas,27,2017-12-31
Kentucky,0,2017-12-31
Louisiana,36,2017-12-31
Maine,0,2017-12-31
Maryland,29,2017-12-31
Massachusetts,90,2017-12-31
Michigan,41,2017-12-31
Minnesota,34,2017-12-31
Mississippi,0,2017-12-31
Missouri,23,2017-12-31
Montana,0,2017-12-31
Nebraska,67,2017-12-31
Nevada,45,2017-12-31
New Hampshire,0,2017-12-31
New Jersey,58,2017-12-31
New Mexico,39,2017-12-31
New York,66,2017-12-31
North Carolina,24,2017-12-31
North Dakota,100,2017-12-31
Ohio,35,2017-12-31
Oklahoma,0,2017-12-31
Oregon,83,2017-12-31
Pennsylvania,46,2017-12-31
Rhode Island,0,2017-12-31
South Carolina,31,2017-12-31
South Dakota,0,2017-12-31
Tennessee,42,2017-12-31
Texas,23,2017-12-31
Utah,66,2017-12-31
Vermont,0,2017-12-31
Virginia,33,2017-12-31
Washington,57,2017-12-31
West Virginia,0,2017-12-31
Wisconsin,47,2017-12-31
Wyoming,0,2017-12-31
Alabama,22,2018-01-31
Alaska,0,2018-01-31
Arizona,23,2018-01-31
Arkansas,40,2018-01-31
California,14,2018-01-31
Colorado,10,2018-01-31
Connecticut,16,2018-01-31
Delaware,70,2018-01-31
District of Columbia,0,2018-01-31
Florida,26,2018-01-31
Georgia,13,2018-01-31
Hawaii,92,2018-01-31
Idaho,22,2018-01-31
Illinois,17,2018-01-31
Indiana,11,2018-01-31
Iowa,23,2018-01-31
Kansas,12,2018-01-31
Kentucky,0,2018-01-31
Louisiana,34,2018-01-31
Maine,26,2018-01-31
Maryland,9,2018-01-31
Massachusetts,8,2018-01-31
Michigan,23,2018-01-31
Minnesota,11,2018-01-31
Mississippi,30,2018-01-31
Missouri,16,2018-01-31
Montana,36,2018-01-31
Nebraska,0,2018-01-31
Nevada,20,2018-01-31
New Hampshire,0,2018-01-31
New Jersey,30,2018-01-31
New Mexico,18,2018-01-31
New York,31,2018-01-31
North Carolina,11,2018-01-31
North Dakota,0,2018-01-31
Ohio,11,2018-01-31
Oklahoma,10,2018-01-31
Oregon,45,2018-01-31
Pennsylvania,38,2018-01-31
Rhode Island,27,2018-01-31
South Carolina,21,2018-01-31
South Dakota,45,2018-01-31
Tennessee,10,2018-01-31
Texas,7,2018-01-31
Utah,10,2018-01-31
Vermont,100,2018-01-31
Virginia,13,2018-01-31
Washington,16,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,6,2018-01-31
Wyoming,0,2018-01-31
Alabama,25,2018-02-28
Alaska,0,2018-02-28
Arizona,44,2018-02-28
Arkansas,0,2018-02-28
California,11,2018-02-28
Colorado,22,2018-02-28
Connecticut,33,2018-02-28
Delaware,0,2018-02-28
District of Columbia,0,2018-02-28
Florida,17,2018-02-28
Georgia,24,2018-02-28
Hawaii,100,2018-02-28
Idaho,47,2018-02-28
Illinois,22,2018-02-28
Indiana,6,2018-02-28
Iowa,0,2018-02-28
Kansas,26,2018-02-28
Kentucky,9,2018-02-28
Louisiana,0,2018-02-28
Maine,79,2018-02-28
Maryland,10,2018-02-28
Massachusetts,24,2018-02-28
Michigan,28,2018-02-28
Minnesota,23,2018-02-28
Mississippi,33,2018-02-28
Missouri,52,2018-02-28
Montana,40,2018-02-28
Nebraska,33,2018-02-28
Nevada,0,2018-02-28
New Hampshire,50,2018-02-28
New Jersey,13,2018-02-28
New Mexico,0,2018-02-28
New York,29,2018-02-28
North Carolina,9,2018-02-28
North Dakota,49,2018-02-28
Ohio,23,2018-02-28
Oklahoma,22,2018-02-28
Oregon,42,2018-02-28
Pennsylvania,35,2018-02-28
Rhode Island,0,2018-02-28
South Carolina,7,2018-02-28
South Dakota,0,2018-02-28
Tennessee,21,2018-02-28
Texas,11,2018-02-28
Utah,22,2018-02-28
Vermont,0,2018-02-28
Virginia,16,2018-02-28
Washington,4,2018-02-28
West Virginia,0,2018-02-28
Wisconsin,0,2018-02-28
Wyoming,74,2018-02-28
Alabama,32,2018-03-31
Alaska,75,2018-03-31
Arizona,38,2018-03-31
Arkansas,19,2018-03-31
California,15,2018-03-31
Colorado,14,2018-03-31
Connecticut,44,2018-03-31
Delaware,0,2018-03-31
District of Columbia,31,2018-03-31
Florida,21,2018-03-31
Georgia,18,2018-03-31
Hawaii,0,2018-03-31
Idaho,30,2018-03-31
Illinois,12,2018-03-31
Indiana,36,2018-03-31
Iowa,16,2018-03-31
Kansas,34,2018-03-31
Kentucky,0,2018-03-31
Louisiana,12,2018-03-31
Maine,35,2018-03-31
Maryland,13,2018-03-31
Massachusetts,15,2018-03-31
Michigan,51,2018-03-31
Minnesota,7,2018-03-31
Mississippi,21,2018-03-31
Missouri,44,2018-03-31
Montana,52,2018-03-31
Nebraska,21,2018-03-31
Nevada,14,2018-03-31
New Hampshire,32,2018-03-31
New Jersey,17,2018-03-31
New Mexico,0,2018-03-31
New York,24,2018-03-31
North Carolina,8,2018-03-31
North Dakota,65,2018-03-31
Ohio,22,2018-03-31
Oklahoma,28,2018-03-31
Oregon,45,2018-03-31
Pennsylvania,30,2018-03-31
Rhode Island,0,2018-03-31
South Carolina,40,2018-03-31
South Dakota,0,2018-03-31
Tennessee,20,2018-03-31
Texas,18,2018-03-31
Utah,42,2018-03-31
Vermont,72,2018-03-31
Virginia,39,2018-03-31
Washington,17,2018-03-31
West Virginia,34,2018-03-31
Wisconsin,30,2018-03-31
Wyoming,100,2018-03-31
Alabama,7,2018-04-30
Alaska,0,2018-04-30
Arizona,9,2018-04-30
Arkansas,0,2018-04-30
California,12,2018-04-30
Colorado,9,2018-04-30
Connecticut,14,2018-04-30
Delaware,32,2018-04-30
District of Columbia,0,2018-04-30
Florida,8,2018-04-30
Georgia,15,2018-04-30
Hawaii,0,2018-04-30
Idaho,61,2018-04-30
Illinois,22,2018-04-30
Indiana,5,2018-04-30
Iowa,34,2018-04-30
Kansas,12,2018-04-30
Kentucky,16,2018-04-30
Louisiana,0,2018-04-30
Maine,47,2018-04-30
Maryland,17,2018-04-30
Massachusetts,10,2018-04-30
Michigan,35,2018-04-30
Minnesota,15,2018-04-30
Mississippi,0,2018-04-30
Missouri,21,2018-04-30
Montana,36,2018-04-30
Nebraska,15,2018-04-30
Nevada,19,2018-04-30
New Hampshire,22,2018-04-30
New Jersey,11,2018-04-30
New Mexico,0,2018-04-30
New York,31,2018-04-30
North Carolina,19,2018-04-30
North Dakota,0,2018-04-30
Ohio,10,2018-04-30
Oklahoma,19,2018-04-30
Oregon,49,2018-04-30
Pennsylvania,23,2018-04-30
Rhode Island,0,2018-04-30
South Carolina,13,2018-04-30
South Dakota,0,2018-04-30
Tennessee,14,2018-04-30
Texas,9,2018-04-30
Utah,9,2018-04-30
Vermont,100,2018-04-30
Virginia,20,2018-04-30
Washington,19,2018-04-30
West Virginia,24,2018-04-30
Wisconsin,10,2018-04-30
Wyoming,0,2018-04-30
Alabama,11,2018-05-31
Alaska,0,2018-05-31
Arizona,24,2018-05-31
Arkansas,31,2018-05-31
California,7,2018-05-31
Colorado,21,2018-05-31
Connecticut,16,2018-05-31
Delaware,25,2018-05-31
District of Columbia,0,2018-05-31
Florida,11,2018-05-31
Georgia,2,2018-05-31
Hawaii,17,2018-05-31
Idaho,32,2018-05-31
Illinois,5,2018-05-31
Indiana,4,2018-05-31
Iowa,26,2018-05-31
Kansas,0,2018-05-31
Kentucky,6,2018-05-31
Louisiana,12,2018-05-31
Maine,18,2018-05-31
Maryland,19,2018-05-31
Massachusetts,10,2018-05-31
Michigan,19,2018-05-31
Minnesota,16,2018-05-31
Mississippi,22,2018-05-31
Missouri,16,2018-05-31
Montana,0,2018-05-31
Nebraska,11,2018-05-31
Nevada,0,2018-05-31
New Hampshire,33,2018-05-31
New Jersey,17,2018-05-31
New Mexico,12,2018-05-31
New York,16,2018-05-31
North Carolina,8,2018-05-31
North Dakota,36,2018-05-31
Ohio,8,2018-05-31
Oklahoma,7,2018-05-31
Oregon,27,2018-05-31
Pennsylvania,30,2018-05-31
Rhode Island,0,2018-05-31
South Carolina,21,2018-05-31
South Dakota,35,2018-05-31
Tennessee,14,2018-05-31
Texas,12,2018-05-31
Utah,29,2018-05-31
Vermont,0,2018-05-31
Virginia,9,2018-05-31
Washington,19,2018-05-31
West Virginia,18,2018-05-31
