geoName,Rent,year
Nebraska,47,2016-11-30
Nevada,85,2016-11-30
New Hampshire,46,2016-11-30
New Jersey,59,2016-11-30
New Mexico,60,2016-11-30
New York,68,2016-11-30
North Carolina,89,2016-11-30
North Dakota,30,2016-11-30
Ohio,64,2016-11-30
Oklahoma,64,2016-11-30
Oregon,67,2016-11-30
Pennsylvania,67,2016-11-30
Rhode Island,50,2016-11-30
South Carolina,92,2016-11-30
South Dakota,69,2016-11-30
Tennessee,80,2016-11-30
Texas,64,2016-11-30
Utah,57,2016-11-30
Vermont,47,2016-11-30
Virginia,76,2016-11-30
Washington,59,2016-11-30
West Virginia,55,2016-11-30
Wisconsin,47,2016-11-30
Wyoming,45,2016-11-30
Alabama,78,2016-12-31
Alaska,32,2016-12-31
Arizona,74,2016-12-31
Arkansas,75,2016-12-31
California,73,2016-12-31
Colorado,58,2016-12-31
Connecticut,66,2016-12-31
Delaware,76,2016-12-31
District of Columbia,65,2016-12-31
Florida,100,2016-12-31
Georgia,97,2016-12-31
Hawaii,53,2016-12-31
Idaho,55,2016-12-31
Illinois,74,2016-12-31
Indiana,72,2016-12-31
Iowa,43,2016-12-31
Kansas,71,2016-12-31
Kentucky,74,2016-12-31
Louisiana,79,2016-12-31
Maine,41,2016-12-31
Maryland,66,2016-12-31
Massachusetts,62,2016-12-31
Michigan,66,2016-12-31
Minnesota,56,2016-12-31
Mississippi,81,2016-12-31
Missouri,65,2016-12-31
Montana,47,2016-12-31
Nebraska,52,2016-12-31
Nevada,89,2016-12-31
New Hampshire,58,2016-12-31
New Jersey,66,2016-12-31
New Mexico,71,2016-12-31
New York,63,2016-12-31
North Carolina,94,2016-12-31
North Dakota,54,2016-12-31
Ohio,76,2016-12-31
Oklahoma,67,2016-12-31
Oregon,55,2016-12-31
Pennsylvania,68,2016-12-31
Rhode Island,56,2016-12-31
South Carolina,94,2016-12-31
South Dakota,55,2016-12-31
Tennessee,87,2016-12-31
Texas,67,2016-12-31
Utah,59,2016-12-31
Vermont,44,2016-12-31
Virginia,74,2016-12-31
Washington,61,2016-12-31
West Virginia,60,2016-12-31
Wisconsin,51,2016-12-31
Wyoming,48,2016-12-31
Alabama,78,2017-01-31
Alaska,37,2017-01-31
Arizona,75,2017-01-31
Arkansas,70,2017-01-31
California,73,2017-01-31
Colorado,62,2017-01-31
Connecticut,61,2017-01-31
Delaware,76,2017-01-31
District of Columbia,58,2017-01-31
Florida,100,2017-01-31
Georgia,100,2017-01-31
Hawaii,48,2017-01-31
Idaho,69,2017-01-31
Illinois,70,2017-01-31
Indiana,71,2017-01-31
Iowa,46,2017-01-31
Kansas,72,2017-01-31
Kentucky,72,2017-01-31
Louisiana,75,2017-01-31
Maine,50,2017-01-31
Maryland,64,2017-01-31
Massachusetts,55,2017-01-31
Michigan,70,2017-01-31
Minnesota,55,2017-01-31
Mississippi,73,2017-01-31
Missouri,73,2017-01-31
Montana,52,2017-01-31
Nebraska,61,2017-01-31
Nevada,90,2017-01-31
New Hampshire,51,2017-01-31
New Jersey,65,2017-01-31
New Mexico,58,2017-01-31
New York,61,2017-01-31
North Carolina,87,2017-01-31
North Dakota,52,2017-01-31
Ohio,67,2017-01-31
Oklahoma,62,2017-01-31
Oregon,58,2017-01-31
Pennsylvania,70,2017-01-31
Rhode Island,59,2017-01-31
South Carolina,92,2017-01-31
South Dakota,40,2017-01-31
Tennessee,87,2017-01-31
Texas,64,2017-01-31
Utah,55,2017-01-31
Vermont,33,2017-01-31
Virginia,71,2017-01-31
Washington,64,2017-01-31
West Virginia,58,2017-01-31
Wisconsin,53,2017-01-31
Wyoming,57,2017-01-31
Alabama,84,2017-02-28
Alaska,47,2017-02-28
Arizona,85,2017-02-28
Arkansas,83,2017-02-28
California,79,2017-02-28
Colorado,67,2017-02-28
Connecticut,74,2017-02-28
Delaware,75,2017-02-28
District of Columbia,62,2017-02-28
Florida,100,2017-02-28
Georgia,100,2017-02-28
Hawaii,62,2017-02-28
Idaho,70,2017-02-28
Illinois,74,2017-02-28
Indiana,78,2017-02-28
Iowa,45,2017-02-28
Kansas,86,2017-02-28
Kentucky,69,2017-02-28
Louisiana,87,2017-02-28
Maine,57,2017-02-28
Maryland,69,2017-02-28
Massachusetts,65,2017-02-28
Michigan,78,2017-02-28
Minnesota,65,2017-02-28
Mississippi,84,2017-02-28
Missouri,78,2017-02-28
Montana,66,2017-02-28
Nebraska,62,2017-02-28
Nevada,89,2017-02-28
New Hampshire,62,2017-02-28
New Jersey,65,2017-02-28
New Mexico,73,2017-02-28
New York,67,2017-02-28
North Carolina,89,2017-02-28
North Dakota,61,2017-02-28
Ohio,77,2017-02-28
Oklahoma,65,2017-02-28
Oregon,62,2017-02-28
Pennsylvania,72,2017-02-28
Rhode Island,66,2017-02-28
South Carolina,97,2017-02-28
South Dakota,51,2017-02-28
Tennessee,88,2017-02-28
Texas,70,2017-02-28
Utah,63,2017-02-28
Vermont,43,2017-02-28
Virginia,80,2017-02-28
Washington,69,2017-02-28
West Virginia,62,2017-02-28
Wisconsin,64,2017-02-28
Wyoming,46,2017-02-28
Alabama,81,2017-03-31
Alaska,46,2017-03-31
Arizona,75,2017-03-31
Arkansas,84,2017-03-31
California,74,2017-03-31
Colorado,65,2017-03-31
Connecticut,63,2017-03-31
Delaware,76,2017-03-31
District of Columbia,58,2017-03-31
Florida,98,2017-03-31
Georgia,100,2017-03-31
Hawaii,58,2017-03-31
Idaho,70,2017-03-31
Illinois,73,2017-03-31
Indiana,74,2017-03-31
Iowa,51,2017-03-31
Kansas,66,2017-03-31
Kentucky,70,2017-03-31
Louisiana,82,2017-03-31
Maine,54,2017-03-31
Maryland,69,2017-03-31
Massachusetts,58,2017-03-31
Michigan,78,2017-03-31
Minnesota,62,2017-03-31
Mississippi,74,2017-03-31
Missouri,72,2017-03-31
Montana,53,2017-03-31
Nebraska,52,2017-03-31
Nevada,76,2017-03-31
New Hampshire,59,2017-03-31
New Jersey,68,2017-03-31
New Mexico,63,2017-03-31
New York,68,2017-03-31
North Carolina,85,2017-03-31
North Dakota,51,2017-03-31
Ohio,73,2017-03-31
Oklahoma,65,2017-03-31
Oregon,58,2017-03-31
Pennsylvania,72,2017-03-31
Rhode Island,58,2017-03-31
South Carolina,94,2017-03-31
South Dakota,54,2017-03-31
Tennessee,86,2017-03-31
Texas,66,2017-03-31
Utah,70,2017-03-31
Vermont,58,2017-03-31
Virginia,83,2017-03-31
Washington,68,2017-03-31
West Virginia,58,2017-03-31
Wisconsin,59,2017-03-31
Wyoming,60,2017-03-31
Alabama,85,2017-04-30
Alaska,27,2017-04-30
Arizona,76,2017-04-30
Arkansas,82,2017-04-30
California,74,2017-04-30
Colorado,64,2017-04-30
Connecticut,63,2017-04-30
Delaware,71,2017-04-30
District of Columbia,60,2017-04-30
Florida,94,2017-04-30
Georgia,100,2017-04-30
Hawaii,49,2017-04-30
Idaho,66,2017-04-30
Illinois,72,2017-04-30
Indiana,74,2017-04-30
Iowa,41,2017-04-30
Kansas,68,2017-04-30
Kentucky,73,2017-04-30
Louisiana,82,2017-04-30
Maine,55,2017-04-30
Maryland,63,2017-04-30
Massachusetts,57,2017-04-30
Michigan,69,2017-04-30
Minnesota,57,2017-04-30
Mississippi,81,2017-04-30
Missouri,68,2017-04-30
Montana,51,2017-04-30
Nebraska,45,2017-04-30
Nevada,90,2017-04-30
New Hampshire,66,2017-04-30
New Jersey,63,2017-04-30
New Mexico,73,2017-04-30
New York,64,2017-04-30
North Carolina,84,2017-04-30
North Dakota,55,2017-04-30
Ohio,75,2017-04-30
Oklahoma,63,2017-04-30
Oregon,56,2017-04-30
Pennsylvania,66,2017-04-30
Rhode Island,61,2017-04-30
South Carolina,91,2017-04-30
South Dakota,39,2017-04-30
Tennessee,81,2017-04-30
Texas,64,2017-04-30
Utah,60,2017-04-30
Vermont,48,2017-04-30
Virginia,75,2017-04-30
Washington,66,2017-04-30
West Virginia,59,2017-04-30
Wisconsin,54,2017-04-30
Wyoming,50,2017-04-30
Alabama,84,2017-05-31
Alaska,35,2017-05-31
Arizona,72,2017-05-31
Arkansas,87,2017-05-31
California,71,2017-05-31
Colorado,65,2017-05-31
Connecticut,57,2017-05-31
Delaware,72,2017-05-31
District of Columbia,55,2017-05-31
Florida,88,2017-05-31
Georgia,100,2017-05-31
Hawaii,46,2017-05-31
Idaho,64,2017-05-31
Illinois,66,2017-05-31
Indiana,75,2017-05-31
Iowa,47,2017-05-31
Kansas,73,2017-05-31
Kentucky,74,2017-05-31
Louisiana,81,2017-05-31
Maine,48,2017-05-31
Maryland,65,2017-05-31
Massachusetts,55,2017-05-31
Michigan,64,2017-05-31
Minnesota,59,2017-05-31
Mississippi,81,2017-05-31
Missouri,68,2017-05-31
Montana,42,2017-05-31
Nebraska,47,2017-05-31
Nevada,75,2017-05-31
New Hampshire,54,2017-05-31
New Jersey,59,2017-05-31
New Mexico,67,2017-05-31
New York,54,2017-05-31
North Carolina,86,2017-05-31
North Dakota,64,2017-05-31
Ohio,75,2017-05-31
Oklahoma,66,2017-05-31
Oregon,60,2017-05-31
Pennsylvania,63,2017-05-31
Rhode Island,67,2017-05-31
South Carolina,94,2017-05-31
South Dakota,32,2017-05-31
Tennessee,83,2017-05-31
Texas,68,2017-05-31
Utah,64,2017-05-31
Vermont,49,2017-05-31
Virginia,70,2017-05-31
Washington,62,2017-05-31
West Virginia,69,2017-05-31
Wisconsin,51,2017-05-31
Wyoming,51,2017-05-31
Alabama,84,2017-06-30
Alaska,48,2017-06-30
Arizona,76,2017-06-30
Arkansas,95,2017-06-30
California,80,2017-06-30
Colorado,64,2017-06-30
Connecticut,70,2017-06-30
Delaware,92,2017-06-30
District of Columbia,59,2017-06-30
Florida,91,2017-06-30
Georgia,100,2017-06-30
Hawaii,61,2017-06-30
Idaho,80,2017-06-30
Illinois,74,2017-06-30
Indiana,75,2017-06-30
Iowa,53,2017-06-30
Kansas,75,2017-06-30
Kentucky,76,2017-06-30
Louisiana,80,2017-06-30
Maine,55,2017-06-30
Maryland,68,2017-06-30
Massachusetts,62,2017-06-30
Michigan,77,2017-06-30
Minnesota,63,2017-06-30
Mississippi,89,2017-06-30
Missouri,77,2017-06-30
Montana,47,2017-06-30
Nebraska,54,2017-06-30
Nevada,92,2017-06-30
New Hampshire,76,2017-06-30
New Jersey,70,2017-06-30
New Mexico,64,2017-06-30
New York,63,2017-06-30
North Carolina,91,2017-06-30
North Dakota,45,2017-06-30
Ohio,74,2017-06-30
Oklahoma,72,2017-06-30
Oregon,60,2017-06-30
Pennsylvania,71,2017-06-30
Rhode Island,62,2017-06-30
South Carolina,93,2017-06-30
South Dakota,60,2017-06-30
Tennessee,87,2017-06-30
Texas,74,2017-06-30
Utah,61,2017-06-30
Vermont,55,2017-06-30
Virginia,79,2017-06-30
Washington,65,2017-06-30
West Virginia,73,2017-06-30
Wisconsin,56,2017-06-30
Wyoming,65,2017-06-30
Alabama,80,2017-07-31
Alaska,27,2017-07-31
Arizona,74,2017-07-31
Arkansas,74,2017-07-31
California,80,2017-07-31
Colorado,60,2017-07-31
Connecticut,69,2017-07-31
Delaware,87,2017-07-31
District of Columbia,58,2017-07-31
Florida,92,2017-07-31
Georgia,100,2017-07-31
Hawaii,59,2017-07-31
Idaho,70,2017-07-31
Illinois,67,2017-07-31
Indiana,71,2017-07-31
Iowa,46,2017-07-31
Kansas,53,2017-07-31
Kentucky,78,2017-07-31
Louisiana,70,2017-07-31
Maine,48,2017-07-31
Maryland,67,2017-07-31
Massachusetts,64,2017-07-31
Michigan,75,2017-07-31
Minnesota,56,2017-07-31
Mississippi,71,2017-07-31
Missouri,71,2017-07-31
Montana,55,2017-07-31
Nebraska,48,2017-07-31
Nevada,83,2017-07-31
New Hampshire,56,2017-07-31
New Jersey,71,2017-07-31
New Mexico,64,2017-07-31
New York,63,2017-07-31
North Carolina,85,2017-07-31
North Dakota,69,2017-07-31
Ohio,76,2017-07-31
Oklahoma,67,2017-07-31
Oregon,60,2017-07-31
Pennsylvania,77,2017-07-31
Rhode Island,71,2017-07-31
South Carolina,87,2017-07-31
South Dakota,46,2017-07-31
Tennessee,86,2017-07-31
Texas,63,2017-07-31
Utah,65,2017-07-31
Vermont,34,2017-07-31
Virginia,72,2017-07-31
Washington,66,2017-07-31
West Virginia,67,2017-07-31
Wisconsin,54,2017-07-31
Wyoming,53,2017-07-31
Alabama,79,2017-08-31
Alaska,45,2017-08-31
Arizona,82,2017-08-31
Arkansas,82,2017-08-31
California,84,2017-08-31
Colorado,65,2017-08-31
Connecticut,71,2017-08-31
Delaware,92,2017-08-31
District of Columbia,58,2017-08-31
Florida,85,2017-08-31
Georgia,100,2017-08-31
Hawaii,56,2017-08-31
Idaho,72,2017-08-31
Illinois,69,2017-08-31
Indiana,74,2017-08-31
Iowa,46,2017-08-31
Kansas,58,2017-08-31
Kentucky,77,2017-08-31
Louisiana,82,2017-08-31
Maine,53,2017-08-31
Maryland,69,2017-08-31
Massachusetts,56,2017-08-31
Michigan,73,2017-08-31
Minnesota,53,2017-08-31
Mississippi,82,2017-08-31
Missouri,81,2017-08-31
Montana,60,2017-08-31
Nebraska,49,2017-08-31
Nevada,84,2017-08-31
New Hampshire,63,2017-08-31
New Jersey,69,2017-08-31
New Mexico,69,2017-08-31
New York,62,2017-08-31
North Carolina,87,2017-08-31
North Dakota,42,2017-08-31
Ohio,73,2017-08-31
Oklahoma,61,2017-08-31
Oregon,63,2017-08-31
Pennsylvania,74,2017-08-31
Rhode Island,60,2017-08-31
South Carolina,82,2017-08-31
South Dakota,46,2017-08-31
Tennessee,84,2017-08-31
Texas,79,2017-08-31
Utah,57,2017-08-31
Vermont,50,2017-08-31
Virginia,74,2017-08-31
Washington,67,2017-08-31
West Virginia,61,2017-08-31
Wisconsin,56,2017-08-31
Wyoming,45,2017-08-31
Alabama,77,2017-09-30
Alaska,46,2017-09-30
Arizona,74,2017-09-30
Arkansas,68,2017-09-30
California,75,2017-09-30
Colorado,58,2017-09-30
Connecticut,62,2017-09-30
Delaware,73,2017-09-30
District of Columbia,58,2017-09-30
Florida,100,2017-09-30
Georgia,97,2017-09-30
Hawaii,54,2017-09-30
Idaho,63,2017-09-30
Illinois,64,2017-09-30
Indiana,71,2017-09-30
Iowa,48,2017-09-30
Kansas,52,2017-09-30
Kentucky,68,2017-09-30
Louisiana,67,2017-09-30
Maine,45,2017-09-30
Maryland,71,2017-09-30
Massachusetts,53,2017-09-30
Michigan,70,2017-09-30
Minnesota,50,2017-09-30
Mississippi,74,2017-09-30
Missouri,73,2017-09-30
Montana,61,2017-09-30
Nebraska,43,2017-09-30
Nevada,87,2017-09-30
New Hampshire,53,2017-09-30
New Jersey,66,2017-09-30
New Mexico,70,2017-09-30
New York,59,2017-09-30
North Carolina,84,2017-09-30
North Dakota,43,2017-09-30
Ohio,68,2017-09-30
Oklahoma,64,2017-09-30
Oregon,66,2017-09-30
Pennsylvania,67,2017-09-30
Rhode Island,61,2017-09-30
South Carolina,83,2017-09-30
South Dakota,43,2017-09-30
Tennessee,81,2017-09-30
Texas,68,2017-09-30
Utah,59,2017-09-30
Vermont,33,2017-09-30
Virginia,74,2017-09-30
Washington,61,2017-09-30
West Virginia,68,2017-09-30
Wisconsin,52,2017-09-30
Wyoming,67,2017-09-30
Alabama,75,2017-10-31
Alaska,38,2017-10-31
Arizona,74,2017-10-31
Arkansas,69,2017-10-31
California,79,2017-10-31
Colorado,63,2017-10-31
Connecticut,62,2017-10-31
Delaware,64,2017-10-31
District of Columbia,65,2017-10-31
Florida,100,2017-10-31
Georgia,98,2017-10-31
Hawaii,57,2017-10-31
Idaho,56,2017-10-31
Illinois,64,2017-10-31
Indiana,67,2017-10-31
Iowa,44,2017-10-31
Kansas,62,2017-10-31
Kentucky,58,2017-10-31
Louisiana,78,2017-10-31
Maine,41,2017-10-31
Maryland,70,2017-10-31
Massachusetts,54,2017-10-31
Michigan,67,2017-10-31
Minnesota,57,2017-10-31
Mississippi,85,2017-10-31
Missouri,63,2017-10-31
Montana,48,2017-10-31
Nebraska,42,2017-10-31
Nevada,82,2017-10-31
New Hampshire,49,2017-10-31
New Jersey,60,2017-10-31
New Mexico,74,2017-10-31
New York,60,2017-10-31
North Carolina,91,2017-10-31
North Dakota,42,2017-10-31
Ohio,73,2017-10-31
Oklahoma,54,2017-10-31
Oregon,66,2017-10-31
Pennsylvania,63,2017-10-31
Rhode Island,58,2017-10-31
South Carolina,83,2017-10-31
South Dakota,48,2017-10-31
Tennessee,83,2017-10-31
Texas,64,2017-10-31
Utah,58,2017-10-31
Vermont,33,2017-10-31
Virginia,70,2017-10-31
Washington,65,2017-10-31
West Virginia,57,2017-10-31
Wisconsin,49,2017-10-31
Wyoming,54,2017-10-31
Alabama,80,2017-11-30
Alaska,38,2017-11-30
Arizona,71,2017-11-30
Arkansas,90,2017-11-30
California,78,2017-11-30
Colorado,58,2017-11-30
Connecticut,59,2017-11-30
Delaware,73,2017-11-30
District of Columbia,65,2017-11-30
Florida,100,2017-11-30
Georgia,95,2017-11-30
Hawaii,65,2017-11-30
Idaho,65,2017-11-30
Illinois,65,2017-11-30
Indiana,77,2017-11-30
Iowa,48,2017-11-30
Kansas,61,2017-11-30
Kentucky,64,2017-11-30
Louisiana,78,2017-11-30
Maine,44,2017-11-30
Maryland,66,2017-11-30
Massachusetts,56,2017-11-30
Michigan,65,2017-11-30
Minnesota,56,2017-11-30
Mississippi,75,2017-11-30
Missouri,72,2017-11-30
Montana,44,2017-11-30
Nebraska,44,2017-11-30
Nevada,79,2017-11-30
New Hampshire,49,2017-11-30
New Jersey,63,2017-11-30
New Mexico,72,2017-11-30
New York,62,2017-11-30
North Carolina,86,2017-11-30
North Dakota,41,2017-11-30
Ohio,70,2017-11-30
Oklahoma,64,2017-11-30
Oregon,72,2017-11-30
Pennsylvania,65,2017-11-30
Rhode Island,56,2017-11-30
South Carolina,84,2017-11-30
South Dakota,43,2017-11-30
Tennessee,85,2017-11-30
Texas,64,2017-11-30
Utah,66,2017-11-30
Vermont,42,2017-11-30
Virginia,76,2017-11-30
Washington,60,2017-11-30
West Virginia,67,2017-11-30
Wisconsin,52,2017-11-30
Wyoming,44,2017-11-30
Alabama,79,2017-12-31
Alaska,41,2017-12-31
Arizona,71,2017-12-31
Arkansas,82,2017-12-31
California,75,2017-12-31
Colorado,57,2017-12-31
Connecticut,58,2017-12-31
Delaware,64,2017-12-31
District of Columbia,55,2017-12-31
Florida,97,2017-12-31
Georgia,100,2017-12-31
Hawaii,54,2017-12-31
Idaho,67,2017-12-31
Illinois,66,2017-12-31
Indiana,72,2017-12-31
Iowa,43,2017-12-31
Kansas,59,2017-12-31
Kentucky,71,2017-12-31
Louisiana,77,2017-12-31
Maine,47,2017-12-31
Maryland,69,2017-12-31
Massachusetts,59,2017-12-31
Michigan,71,2017-12-31
Minnesota,50,2017-12-31
Mississippi,78,2017-12-31
Missouri,71,2017-12-31
Montana,57,2017-12-31
Nebraska,39,2017-12-31
Nevada,85,2017-12-31
New Hampshire,56,2017-12-31
New Jersey,66,2017-12-31
New Mexico,74,2017-12-31
New York,59,2017-12-31
North Carolina,90,2017-12-31
North Dakota,47,2017-12-31
Ohio,72,2017-12-31
Oklahoma,66,2017-12-31
Oregon,62,2017-12-31
Pennsylvania,68,2017-12-31
Rhode Island,54,2017-12-31
South Carolina,93,2017-12-31
South Dakota,43,2017-12-31
Tennessee,88,2017-12-31
Texas,68,2017-12-31
Utah,61,2017-12-31
Vermont,53,2017-12-31
Virginia,67,2017-12-31
Washington,64,2017-12-31
West Virginia,76,2017-12-31
Wisconsin,61,2017-12-31
Wyoming,47,2017-12-31
Alabama,78,2018-01-31
Alaska,27,2018-01-31
Arizona,73,2018-01-31
Arkansas,80,2018-01-31
California,73,2018-01-31
Colorado,57,2018-01-31
Connecticut,68,2018-01-31
Delaware,76,2018-01-31
District of Columbia,57,2018-01-31
Florida,97,2018-01-31
Georgia,100,2018-01-31
Hawaii,49,2018-01-31
Idaho,53,2018-01-31
Illinois,65,2018-01-31
Indiana,70,2018-01-31
Iowa,43,2018-01-31
Kansas,63,2018-01-31
Kentucky,73,2018-01-31
Louisiana,73,2018-01-31
Maine,44,2018-01-31
Maryland,66,2018-01-31
Massachusetts,55,2018-01-31
Michigan,64,2018-01-31
Minnesota,52,2018-01-31
Mississippi,69,2018-01-31
Missouri,72,2018-01-31
Montana,51,2018-01-31
Nebraska,47,2018-01-31
Nevada,84,2018-01-31
New Hampshire,51,2018-01-31
New Jersey,69,2018-01-31
New Mexico,68,2018-01-31
New York,60,2018-01-31
North Carolina,91,2018-01-31
North Dakota,65,2018-01-31
Ohio,78,2018-01-31
Oklahoma,57,2018-01-31
Oregon,60,2018-01-31
Pennsylvania,66,2018-01-31
Rhode Island,64,2018-01-31
South Carolina,95,2018-01-31
South Dakota,35,2018-01-31
Tennessee,81,2018-01-31
Texas,61,2018-01-31
Utah,65,2018-01-31
Vermont,46,2018-01-31
Virginia,67,2018-01-31
Washington,63,2018-01-31
West Virginia,59,2018-01-31
Wisconsin,54,2018-01-31
Wyoming,40,2018-01-31
Alabama,80,2018-02-28
Alaska,37,2018-02-28
Arizona,73,2018-02-28
Arkansas,80,2018-02-28
California,71,2018-02-28
Colorado,64,2018-02-28
Connecticut,64,2018-02-28
Delaware,77,2018-02-28
District of Columbia,45,2018-02-28
Florida,95,2018-02-28
Georgia,100,2018-02-28
Hawaii,51,2018-02-28
Idaho,77,2018-02-28
Illinois,71,2018-02-28
Indiana,74,2018-02-28
Iowa,47,2018-02-28
Kansas,60,2018-02-28
Kentucky,64,2018-02-28
Louisiana,70,2018-02-28
Maine,57,2018-02-28
Maryland,61,2018-02-28
Massachusetts,54,2018-02-28
Michigan,66,2018-02-28
Minnesota,55,2018-02-28
Mississippi,74,2018-02-28
Missouri,70,2018-02-28
Montana,60,2018-02-28
Nebraska,52,2018-02-28
Nevada,89,2018-02-28
New Hampshire,63,2018-02-28
New Jersey,60,2018-02-28
New Mexico,63,2018-02-28
New York,58,2018-02-28
North Carolina,83,2018-02-28
North Dakota,58,2018-02-28
Ohio,73,2018-02-28
Oklahoma,65,2018-02-28
Oregon,60,2018-02-28
Pennsylvania,69,2018-02-28
Rhode Island,66,2018-02-28
South Carolina,86,2018-02-28
South Dakota,54,2018-02-28
Tennessee,83,2018-02-28
Texas,63,2018-02-28
Utah,64,2018-02-28
Vermont,58,2018-02-28
Virginia,67,2018-02-28
Washington,62,2018-02-28
West Virginia,55,2018-02-28
Wisconsin,59,2018-02-28
Wyoming,51,2018-02-28
Alabama,85,2018-03-31
Alaska,43,2018-03-31
Arizona,86,2018-03-31
Arkansas,87,2018-03-31
California,80,2018-03-31
Colorado,69,2018-03-31
Connecticut,68,2018-03-31
Delaware,99,2018-03-31
District of Columbia,51,2018-03-31
Florida,98,2018-03-31
Georgia,100,2018-03-31
Hawaii,53,2018-03-31
Idaho,76,2018-03-31
Illinois,74,2018-03-31
Indiana,83,2018-03-31
Iowa,46,2018-03-31
Kansas,68,2018-03-31
Kentucky,79,2018-03-31
Louisiana,90,2018-03-31
Maine,55,2018-03-31
Maryland,75,2018-03-31
Massachusetts,63,2018-03-31
Michigan,79,2018-03-31
Minnesota,61,2018-03-31
Mississippi,95,2018-03-31
Missouri,79,2018-03-31
Montana,59,2018-03-31
Nebraska,56,2018-03-31
Nevada,90,2018-03-31
New Hampshire,60,2018-03-31
New Jersey,72,2018-03-31
New Mexico,83,2018-03-31
New York,67,2018-03-31
North Carolina,97,2018-03-31
North Dakota,65,2018-03-31
Ohio,77,2018-03-31
Oklahoma,74,2018-03-31
Oregon,71,2018-03-31
Pennsylvania,70,2018-03-31
Rhode Island,81,2018-03-31
South Carolina,99,2018-03-31
South Dakota,42,2018-03-31
Tennessee,93,2018-03-31
Texas,71,2018-03-31
Utah,78,2018-03-31
Vermont,56,2018-03-31
Virginia,77,2018-03-31
Washington,70,2018-03-31
West Virginia,54,2018-03-31
Wisconsin,57,2018-03-31
Wyoming,66,2018-03-31
Alabama,89,2018-04-30
Alaska,29,2018-04-30
Arizona,85,2018-04-30
Arkansas,93,2018-04-30
California,72,2018-04-30
Colorado,72,2018-04-30
Connecticut,64,2018-04-30
Delaware,81,2018-04-30
District of Columbia,57,2018-04-30
Florida,93,2018-04-30
Georgia,100,2018-04-30
Hawaii,52,2018-04-30
Idaho,80,2018-04-30
Illinois,68,2018-04-30
Indiana,76,2018-04-30
Iowa,49,2018-04-30
Kansas,69,2018-04-30
Kentucky,82,2018-04-30
Louisiana,86,2018-04-30
Maine,47,2018-04-30
Maryland,68,2018-04-30
Massachusetts,62,2018-04-30
Michigan,71,2018-04-30
Minnesota,62,2018-04-30
Mississippi,80,2018-04-30
Missouri,72,2018-04-30
Montana,65,2018-04-30
Nebraska,56,2018-04-30
Nevada,90,2018-04-30
New Hampshire,58,2018-04-30
New Jersey,64,2018-04-30
New Mexico,68,2018-04-30
New York,62,2018-04-30
North Carolina,92,2018-04-30
North Dakota,59,2018-04-30
Ohio,74,2018-04-30
Oklahoma,66,2018-04-30
Oregon,62,2018-04-30
Pennsylvania,69,2018-04-30
Rhode Island,60,2018-04-30
South Carolina,87,2018-04-30
South Dakota,37,2018-04-30
Tennessee,87,2018-04-30
Texas,69,2018-04-30
Utah,67,2018-04-30
Vermont,45,2018-04-30
Virginia,73,2018-04-30
Washington,68,2018-04-30
West Virginia,71,2018-04-30
Wisconsin,57,2018-04-30
Wyoming,57,2018-04-30
Alabama,83,2018-05-31
Alaska,40,2018-05-31
Arizona,72,2018-05-31
Arkansas,91,2018-05-31
California,75,2018-05-31
Colorado,58,2018-05-31
Connecticut,61,2018-05-31
Delaware,65,2018-05-31
District of Columbia,55,2018-05-31
Florida,89,2018-05-31
Georgia,100,2018-05-31
Hawaii,46,2018-05-31
Idaho,67,2018-05-31
Illinois,69,2018-05-31
Indiana,76,2018-05-31
Iowa,46,2018-05-31
Kansas,75,2018-05-31
Kentucky,70,2018-05-31
Louisiana,81,2018-05-31
Maine,52,2018-05-31
Maryland,68,2018-05-31
Massachusetts,54,2018-05-31
Michigan,68,2018-05-31
Minnesota,53,2018-05-31
Mississippi,92,2018-05-31
Missouri,78,2018-05-31
Montana,55,2018-05-31
Nebraska,56,2018-05-31
Nevada,91,2018-05-31
New Hampshire,60,2018-05-31
New Jersey,62,2018-05-31
New Mexico,76,2018-05-31
New York,57,2018-05-31
North Carolina,92,2018-05-31
North Dakota,72,2018-05-31
Ohio,78,2018-05-31
Oklahoma,65,2018-05-31
Oregon,57,2018-05-31
Pennsylvania,70,2018-05-31
Rhode Island,68,2018-05-31
South Carolina,92,2018-05-31
South Dakota,49,2018-05-31
Tennessee,86,2018-05-31
Texas,66,2018-05-31
Utah,63,2018-05-31
Vermont,41,2018-05-31
Virginia,67,2018-05-31
Washington,65,2018-05-31
West Virginia,73,2018-05-31
Wisconsin,57,2018-05-31
Wyoming,35,2018-05-31
Alabama,85,2018-06-30
Alaska,42,2018-06-30
Arizona,78,2018-06-30
Arkansas,85,2018-06-30
California,80,2018-06-30
Colorado,66,2018-06-30
Connecticut,73,2018-06-30
Delaware,83,2018-06-30
District of Columbia,62,2018-06-30
Florida,92,2018-06-30
Georgia,98,2018-06-30
Hawaii,48,2018-06-30
Idaho,77,2018-06-30
Illinois,70,2018-06-30
Indiana,79,2018-06-30
Iowa,45,2018-06-30
Kansas,66,2018-06-30
Kentucky,72,2018-06-30
Louisiana,77,2018-06-30
Maine,56,2018-06-30
Maryland,75,2018-06-30
Massachusetts,60,2018-06-30
Michigan,73,2018-06-30
Minnesota,58,2018-06-30
Mississippi,79,2018-06-30
Missouri,75,2018-06-30
Montana,64,2018-06-30
Nebraska,53,2018-06-30
